Escherichia coli str. K-12 substr. MG1655 - GI (Reference)	Escherichia coli str. K-12 substr. MG1655 - Locus Tag (Reference)	Escherichia coli str. K-12 substr. MG1655 - NCBI RefSeq Accession (Reference)	Escherichia coli str. K-12 substr. MG1655 - Description (Reference)	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae HS11286 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae KCTC 2242 - ortholog count (reference : comparison)	Klebsiella pneumoniae KCTC 2242 - ortholuge status	Klebsiella pneumoniae KCTC 2242 - ortholog NCBI RefSeq accession	Mycobacterium tuberculosis H37Rv - ortholog count (reference : comparison)	Mycobacterium tuberculosis H37Rv - ortholuge status	Mycobacterium tuberculosis H37Rv - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae 342 - ortholog count (reference : comparison)	Klebsiella pneumoniae 342 - ortholuge status	Klebsiella pneumoniae 342 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae MGH 78578 - ortholog NCBI RefSeq accession
16130396	b2471	NP_416966.1	predicted reductase, function unknown, ArsC family; low abundance protein	1 to 1	SSD	YP_005228175	1 to 1	SSD	WP_002913764.1	0	N/A		1 to 1	SSD	WP_002913764.1	1 to 1	SSD	WP_002913764.1	1 to 1	Borderline-SSD	WP_008803838.1	1 to 1	SSD	WP_002913764.1
16130397	b2472	NP_416967.1	N-succinyl-diaminopimelate deacylase	1 to 1	SSD	YP_005228176	1 to 1	SSD	WP_002913766.1	1 to 2	RBB	WP_003406235.1	1 to 1	SSD	WP_004890462.1	1 to 1	SSD	WP_004890462.1	1 to 1	SSD	WP_012540914.1	1 to 1	SSD	WP_015958789.1
90111441	b2473	NP_416968.2	predicted hydrolase	1 to 1	SSD	YP_005228178	1 to 1	SSD	WP_002913770.1	0	N/A		1 to 1	SSD	WP_002913770.1	1 to 1	SSD	WP_002913770.1	1 to 1	SSD	WP_008803836.1	1 to 1	SSD	WP_015958790.1
16130399	b2474	NP_416969.1	Elongator methionine tRNA (ac4C34) acetyltransferase	1 to 1	SSD	YP_005228180	1 to 1	SSD	WP_004899786.1	0	N/A		1 to 1	SSD	WP_015875080.1	1 to 1	SSD	WP_015875080.1	1 to 1	SSD	WP_012540913.1	1 to 1	SSD	WP_015958791.1
16130400	b2475	NP_416970.1	conserved protein	1 to 1	SSD	YP_005228181	1 to 1	SSD	WP_002913800.1	1 to 1	RBB	WP_003899384.1	1 to 1	SSD	WP_002913800.1	1 to 1	SSD	WP_002913800.1	1 to 1	SSD	WP_012540912.1	1 to 1	SSD	WP_002913800.1
16130401	b2476	NP_416971.1	phosphoribosylaminoimidazole-succinocarboxamide synthetase	1 to 1	SSD	YP_005228182	1 to 1	SSD	WP_002913801.1	1 to 1	RBB	WP_003403962.1	1 to 1	SSD	WP_002913801.1	1 to 1	SSD	WP_002913801.1	1 to 1	SSD	WP_002913801.1	1 to 1	SSD	WP_002913801.1
90111442	b2477	NP_416972.4	lipoprotein required for OM biogenesis, in BamABCD complex	1 to 1	SSD	YP_005228183	1 to 1	SSD	WP_002913802.1	0	N/A		1 to 1	SSD	WP_014907126.1	1 to 1	SSD	WP_014907126.1	1 to 1	SSD	WP_008803834.1	1 to 1	SSD	WP_004149279.1
16130403	b2478	NP_416973.1	dihydrodipicolinate synthase	1 to 1	SSD	YP_005228184	1 to 1	SSD	WP_002913803.1	1 to 1	RBB	WP_003900564.1	1 to 1	SSD	WP_002913803.1	1 to 1	SSD	WP_002913803.1	1 to 1	SSD	WP_002913803.1	1 to 1	SSD	WP_002913803.1
90111443	b2479	NP_416974.4	DNA-binding transcriptional repressor, regulatory protein accessory to GcvA	1 to 1	Borderline-SSD	YP_005228185	1 to 1	Borderline-SSD	WP_002913804.1	0	N/A		1 to 1	Borderline-SSD	WP_002913804.1	1 to 1	SSD	WP_002913804.1	1 to 1	Borderline-SSD	WP_002913804.1	1 to 1	Borderline-SSD	WP_002913804.1
16130405	b2480	NP_416975.1	thiol peroxidase, thioredoxin-dependent	1 to 1	SSD	YP_005228186	1 to 1	SSD	WP_004899792.1	1 to 1	RBB	WP_003412944.1	1 to 1	SSD	WP_002913805.1	1 to 1	SSD	WP_002913805.1	1 to 1	SSD	WP_008803833.1	1 to 1	SSD	WP_002913805.1
90111444	b2481	NP_416976.4	hydrogenase 4, 4Fe-4S subunit	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130407	b2482	NP_416977.1	hydrogenase 4, membrane subunit	0	N/A		0	N/A		1 to 2	RBB	WP_003907280.1	0	N/A		0	N/A		0	N/A		0	N/A	
90111445	b2483	NP_416978.4	hydrogenase 4, membrane subunit	0	N/A		0	N/A		1 to 2	RBB	WP_003900802.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130409	b2484	NP_416979.1	hydrogenase 4, membrane subunit	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130410	b2485	NP_416980.1	hydrogenase 4, membrane subunit	0	N/A		0	N/A		1 to 1	RBB	WP_003400661.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130411	b2486	NP_416981.1	hydrogenase 4, membrane subunit	0	N/A		0	N/A		1 to 1	RBB	WP_003400662.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130412	b2487	NP_416982.1	hydrogenase 4, subunit	0	N/A		0	N/A		1 to 2	RBB	WP_003400663.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130413	b2488	NP_416983.1	hydrogenase 4, Fe-S subunit	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130414	b2489	NP_416984.1	hydrogenase 4, Fe-S subunit	0	N/A		0	N/A		1 to 2	RBB	WP_003400658.1	0	N/A		0	N/A		0	N/A		0	N/A	
90111446	b2490	NP_416985.4	predicted processing element hydrogenase 4	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
90111447	b2491	NP_416986.4	DNA-binding transcriptional activator, formate sensing	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130417	b2492	NP_416987.1	predicted formate transporter	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130418	b2493	NP_416988.1	predicted inner membrane permease, UPF0118 family	1 to 1	SSD	YP_005228187	1 to 1	SSD	WP_002913806.1	0	N/A		1 to 1	SSD	WP_002913806.1	1 to 1	SSD	WP_002913806.1	1 to 1	SSD	WP_012540911.1	1 to 1	SSD	WP_002913806.1
16130419	b2494	NP_416989.1	predicted peptidase, has TPR repeats	1 to 1	SSD	YP_005228189	1 to 1	SSD	WP_002913807.1	0	N/A		1 to 1	SSD	WP_002913807.1	1 to 1	SSD	WP_002913807.1	1 to 1	SSD	WP_008803831.1	1 to 1	SSD	WP_002913807.1
16130420	b2495	NP_416990.1	predicted oxidoreductase	1 to 1	SSD	YP_005228190	1 to 1	SSD	WP_002913810.1	0	N/A		1 to 1	Borderline-SSD	WP_004174871.1	1 to 1	SSD	WP_004174871.1	1 to 1	Borderline-SSD	WP_008803830.1	1 to 1	SSD	WP_002913810.1
226524737	b2496	NP_416991.2	ATPase regulatory factor involved in DnaA inactivation	1 to 1	SSD	YP_005228192	1 to 1	SSD	WP_002913819.1	0	N/A		1 to 1	SSD	WP_002913819.1	1 to 1	SSD	WP_002913819.1	1 to 1	SSD	WP_002913819.1	1 to 1	SSD	WP_002913819.1
16130422	b2497	NP_416992.1	uracil permease	1 to 1	SSD	YP_005228193	1 to 1	SSD	WP_002913824.1	0	N/A		1 to 1	SSD	WP_002913824.1	1 to 1	SSD	WP_002913824.1	1 to 1	SSD	WP_012540908.1	1 to 1	SSD	WP_015958792.1
90111448	b2498	NP_416993.2	uracil phosphoribosyltransferase	1 to 1	Borderline-SSD	YP_005228194	1 to 1	Borderline-SSD	WP_002913827.1	1 to 1	RBB	WP_003417245.1	1 to 1	Borderline-SSD	WP_002913827.1	1 to 1	Borderline-SSD	WP_002913827.1	1 to 1	Borderline-SSD	WP_004201927.1	1 to 1	Borderline-SSD	WP_002913827.1
16130424	b2499	NP_416994.1	phosphoribosylaminoimidazole synthetase	1 to 1	SSD	YP_005228197	1 to 1	SSD	WP_002913836.1	1 to 1	RBB	WP_003404132.1	1 to 1	SSD	WP_002913836.1	1 to 1	SSD	WP_002913836.1	1 to 1	SSD	WP_008803825.1	1 to 1	SSD	WP_002913836.1
16130425	b2500	NP_416995.1	phosphoribosylglycinamide formyltransferase 1	1 to 1	SSD	YP_005228198	1 to 1	SSD	WP_004145656.1	1 to 1	RBB	WP_003898661.1	1 to 1	SSD	WP_004145656.1	1 to 1	SSD	WP_004145656.1	1 to 1	SSD	WP_012540904.1	1 to 1	SSD	WP_004145656.1
16130426	b2501	NP_416996.1	polyphosphate kinase, component of RNA degradosome	1 to 1	SSD	YP_005228199	1 to 1	SSD	WP_002913838.1	1 to 1	RBB	WP_003415097.1	1 to 1	SSD	WP_002913838.1	1 to 1	SSD	WP_002913838.1	1 to 1	SSD	WP_004890441.1	1 to 1	SSD	WP_002913838.1
16130427	b2502	NP_416997.1	exopolyphosphatase	1 to 1	SSD	YP_005228200	1 to 1	SSD	WP_004149289.1	1 to 2	RBB	WP_003405299.1	1 to 1	SSD	WP_004149289.1	1 to 1	SSD	WP_004149289.1	1 to 1	SSD	WP_008803823.1	1 to 1	SSD	WP_002913839.1
16130428	b2503	NP_416998.1	inner membrane protein, predicted c-di-GMP dual activity enzyme	1 to 1	SSD	YP_005228201	0	N/A		0	N/A		1 to 1	SSD	WP_014907123.1	1 to 1	SSD	WP_002913841.1	1 to 1	SSD	WP_008803822.1	1 to 1	SSD	WP_015958794.1
16130429	b2504	NP_416999.1	predicted protein	1 to 1	SSD	YP_005228202	1 to 1	SSD	WP_004174861.1	0	N/A		1 to 1	SSD	WP_004174861.1	1 to 1	SSD	WP_004174861.1	1 to 1	SSD	WP_012967451.1	0	N/A	
16130430	b2505	NP_417000.1	outer membrane lipoprotein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130431	b2506	NP_417001.1	conserved protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130432	b2507	NP_417002.1	GMP synthetase (glutamine aminotransferase)	1 to 1	SSD	YP_005228207	1 to 1	SSD	WP_004151979.1	1 to 1	RBB	WP_014390545.1	1 to 1	SSD	WP_004151979.1	1 to 1	SSD	WP_004151979.1	1 to 1	SSD	WP_008803811.1	1 to 1	SSD	WP_004151979.1
16130433	b2508	NP_417003.1	IMP dehydrogenase	1 to 1	Borderline-SSD	YP_005228209	1 to 1	SSD	WP_004151980.1	1 to 1	RBB	WP_003900682.1	1 to 1	SSD	WP_004151980.1	1 to 1	SSD	WP_004151980.1	1 to 1	SSD	WP_012540885.1	1 to 1	SSD	WP_004151980.1
16130434	b2509	NP_417004.1	exonuclease VII, large subunit	1 to 1	SSD	YP_005228210	1 to 1	SSD	WP_004899825.1	1 to 1	RBB	WP_003405846.1	1 to 1	SSD	WP_004149333.1	1 to 1	SSD	WP_004149333.1	1 to 1	SSD	WP_012540884.1	1 to 1	SSD	WP_015958798.1
90111449	b2510	NP_417005.2	conserved protein, DUF1407 family	1 to 1	Borderline-SSD	YP_005228211	1 to 1	Borderline-SSD	WP_004201901.1	0	N/A		1 to 1	Borderline-SSD	WP_004144303.1	1 to 1	Borderline-SSD	WP_004144303.1	1 to 1	Borderline-SSD	WP_004201901.1	0	N/A	
90111450	b2511	NP_417006.2	GTPase; multicopy suppressor of ftsJ	1 to 1	SSD	YP_005228213	1 to 1	SSD	WP_004144309.1	1 to 1	RBB	WP_003898984.1	1 to 1	SSD	WP_004144309.1	1 to 1	SSD	WP_004144309.1	1 to 1	SSD	WP_008803808.1	1 to 1	SSD	WP_004144309.1
16130437	b2512	NP_417007.1	lipoprotein required for OM biogenesis, in BamABCD complex	1 to 1	SSD	YP_005228214	1 to 1	SSD	WP_002913889.1	0	N/A		1 to 1	SSD	WP_002913889.1	1 to 1	SSD	WP_002913889.1	1 to 1	SSD	WP_008803807.1	1 to 1	SSD	WP_015958802.1
16130438	b2513	NP_417008.1	conserved protein, UPF0070 family	1 to 1	SSD	YP_005228215	1 to 1	SSD	WP_002913890.1	0	N/A		1 to 1	SSD	WP_002913890.1	1 to 1	SSD	WP_002913890.1	1 to 1	SSD	WP_012540881.1	1 to 1	SSD	WP_002913890.1
16130439	b2514	NP_417009.1	histidyl tRNA synthetase	1 to 1	SSD	YP_005228216	1 to 1	SSD	WP_004149335.1	1 to 1	RBB	WP_003413365.1	1 to 1	SSD	WP_004149335.1	1 to 1	SSD	WP_004149335.1	1 to 1	SSD	WP_012540880.1	1 to 1	SSD	WP_004149335.1
16130440	b2515	NP_417010.1	1-hydroxy-2-methyl-2-(E)-butenyl 4-diphosphate synthase	1 to 1	SSD	YP_005228217	1 to 1	SSD	WP_002913892.1	1 to 1	RBB	WP_003899517.1	1 to 1	SSD	WP_002913892.1	1 to 1	SSD	WP_002913892.1	1 to 1	SSD	WP_008803805.1	1 to 1	SSD	WP_002913892.1
16130441	b2516	NP_417011.1	cytoskeletal protein required for MreB assembly	1 to 1	SSD	YP_005228218	1 to 1	SSD	WP_004149336.1	0	N/A		1 to 1	SSD	WP_004174849.1	1 to 1	SSD	WP_004174849.1	1 to 1	SSD	WP_008803804.1	1 to 1	SSD	WP_004149336.1
16130442	b2517	NP_417012.1	23S rRNA m(2)A2503 methyltransferase, SAM-dependen	1 to 1	SSD	YP_005228219	1 to 1	SSD	WP_002913894.1	0	N/A		1 to 1	SSD	WP_002913894.1	1 to 1	SSD	WP_002913894.1	1 to 1	SSD	WP_008803802.1	1 to 1	SSD	WP_002913894.1
16130443	b2518	NP_417013.1	multifunctional nucleoside diphosphate kinase and apyrimidinic endonuclease and 3'-phosphodiesterase	1 to 1	SSD	YP_005228220	1 to 1	SSD	WP_004144312.1	1 to 1	RBB	WP_003412592.1	1 to 1	SSD	WP_004144312.1	1 to 1	SSD	WP_004144312.1	1 to 1	SSD	WP_004144312.1	1 to 1	SSD	WP_004144312.1
16130444	b2519	NP_417014.1	penicillin-binding protein PBP1C murein transglycosylase; inactive transpeptidase domain	1 to 1	SSD	YP_005228221	1 to 1	SSD	WP_004899835.1	0	N/A		1 to 1	SSD	WP_004890414.1	1 to 1	SSD	WP_004890414.1	1 to 1	SSD	WP_012540879.1	1 to 1	SSD	WP_015958803.1
16130445	b2520	NP_417015.1	conserved protein	1 to 1	SSD	YP_005228222	1 to 1	SSD	WP_004899837.1	0	N/A		1 to 1	SSD	WP_014907119.1	1 to 1	SSD	WP_014907119.1	1 to 1	SSD	WP_012540878.1	1 to 1	SSD	WP_015958804.1
90111451	b2521	NP_417016.4	3-mercaptopyruvate sulfurtransferase	1 to 1	SSD	YP_005228223	1 to 1	SSD	WP_002913950.1	1 to 1	RBB	WP_003899253.1	1 to 1	SSD	WP_002913950.1	1 to 1	SSD	WP_002913950.1	1 to 1	SSD	WP_012540877.1	1 to 1	SSD	WP_002913950.1
90111452	b2522	NP_417017.4	rhodanase-like enzyme, sulfur transfer from thiosulfate	1 to 1	SSD	YP_005228225	1 to 1	SSD	WP_002913952.1	0	N/A		1 to 1	SSD	WP_002913952.1	1 to 1	SSD	WP_002913952.1	1 to 1	SSD	WP_012540874.1	1 to 1	SSD	WP_015958805.1
90111453	b2523	NP_417018.4	aminopeptidase B	1 to 1	SSD	YP_005228226	1 to 1	SSD	WP_002913953.1	0	N/A		1 to 1	SSD	WP_004214205.1	1 to 1	SSD	WP_004214205.1	1 to 1	SSD	WP_012540873.1	1 to 1	SSD	WP_002913953.1
16130449	b2524	NP_417019.1	conserved protein	1 to 1	SimNSSD	YP_005228227	1 to 1	SimNSSD	WP_002913954.1	0	N/A		1 to 1	Non-SSD	YP_006635066	1 to 1	SimNSSD	WP_002913954.1	1 to 1	SimNSSD	WP_012540872.1	1 to 1	SimNSSD	WP_002913954.1
16130450	b2525	NP_417020.1	[2Fe-2S] ferredoxin	1 to 1	SSD	YP_005228228	1 to 1	SSD	WP_002913956.1	0	N/A		1 to 1	SSD	WP_015875087.1	1 to 1	SSD	WP_015875087.1	1 to 1	SSD	WP_012540871.1	1 to 1	SSD	WP_002913956.1
16130451	b2526	NP_417021.1	DnaK-like molecular chaperone specific for IscU	1 to 1	SSD	YP_005228229	1 to 1	SSD	WP_004149343.1	0	N/A		1 to 1	SSD	WP_004149343.1	1 to 1	SSD	WP_004149343.1	1 to 1	SSD	WP_012540870.1	1 to 1	SSD	WP_004149343.1
16130452	b2527	NP_417022.1	DnaJ-like molecular chaperone specific for IscU	1 to 1	SSD	YP_005228230	1 to 1	SSD	WP_004174835.1	0	N/A		1 to 1	SSD	WP_004174835.1	1 to 1	SSD	WP_004174835.1	1 to 1	SSD	WP_012540869.1	1 to 1	SSD	WP_004174835.1
16130453	b2528	NP_417023.1	FeS cluster assembly protein	1 to 1	SSD	YP_005228231	1 to 1	SSD	WP_002913979.1	0	N/A		1 to 1	SSD	WP_002913979.1	1 to 1	SSD	WP_002913979.1	1 to 1	SSD	WP_012540868.1	1 to 1	SSD	WP_002913979.1
16130454	b2529	NP_417024.1	iron-sulfur cluster assembly scaffold protein	1 to 1	SSD	YP_005228232	1 to 1	SSD	WP_002913991.1	1 to 1	RBB	WP_003407491.1	1 to 1	SSD	WP_014907115.1	1 to 1	SSD	WP_002913991.1	1 to 1	SSD	WP_004866383.1	1 to 1	SSD	WP_002913991.1
49176235	b2530	YP_026169.1	cysteine desulfurase (tRNA sulfurtransferase), PLP-dependent	1 to 1	SimNSSD	YP_005228233	1 to 1	SimNSSD	WP_002913992.1	1 to 1	RBB	WP_003415911.1	1 to 1	SimNSSD	WP_002913992.1	1 to 1	Borderline-SSD	WP_002913992.1	1 to 1	Borderline-SSD	WP_012540867.1	1 to 1	Borderline-SSD	WP_002913992.1
16130456	b2531	NP_417026.1	DNA-binding transcriptional repressor	1 to 1	SSD	YP_005228234	1 to 1	SSD	WP_002913993.1	1 to 1	RBB	WP_003406624.1	1 to 1	SSD	WP_002913993.1	1 to 1	SSD	WP_002913993.1	1 to 1	SSD	WP_012540866.1	1 to 1	SSD	WP_002913993.1
16130457	b2532	NP_417027.1	tRNA mC32/mU32 methyltransferase, SAM-dependent	1 to 1	SSD	YP_005228235	1 to 1	SSD	WP_002913994.1	0	N/A		1 to 1	SSD	WP_002913994.1	1 to 1	SSD	WP_002913994.1	1 to 1	SSD	WP_008803789.1	1 to 1	SSD	WP_002913994.1
16130458	b2533	NP_417028.1	inositol monophosphatase	1 to 1	SSD	YP_005228236	1 to 1	SSD	WP_002913995.1	1 to 1	RBB	WP_003413939.1	1 to 1	SSD	WP_002913995.1	1 to 1	SSD	WP_002913995.1	1 to 1	SSD	WP_008803788.1	1 to 1	SSD	WP_002913995.1
226524738	b2534	NP_417029.4	S9 peptidase family protein, function unknown	0	N/A		0	N/A		1 to 1	RBB	WP_003906792.1	0	N/A		0	N/A		0	N/A		0	N/A	
90111454	b2535	NP_417030.2	stationary phase inducible protein	1 to 1	SSD	YP_005228240	1 to 1	SSD	WP_002914002.1	0	N/A		1 to 1	SSD	WP_014907112.1	1 to 1	SSD	WP_014907112.1	1 to 1	SSD	WP_012540862.1	1 to 1	SSD	WP_015958808.1
16130461	b2536	NP_417031.1	predicted 3-phenylpropionic transporter	1 to 1	SSD	YP_005228241	1 to 1	SSD	WP_004899864.1	0	N/A		1 to 1	SSD	WP_004144329.1	1 to 1	SSD	WP_004144329.1	1 to 1	SSD	WP_012540861.1	1 to 1	SSD	WP_004149349.1
16130462	b2537	NP_417032.1	DNA-binding transcriptional activator of 3-phenylpropionic acid catabolism	0	N/A		0	N/A		1 to 8	RBB	WP_003400857.1	0	N/A		0	N/A		0	N/A		0	N/A	
16130463	b2538	NP_417033.1	3-phenylpropionate dioxygenase, large (alpha) subunit	1 to 1	RBB	YP_005227142	1 to 1	RBB	WP_004898499.1	0	N/A		1 to 1	RBB	YP_006636168	1 to 1	RBB	YP_002919648	1 to 1	RBB	WP_012541595.1	1 to 1	RBB	WP_015958481.1
16130464	b2539	NP_417034.1	3-phenylpropionate dioxygenase, small (beta) subunit	1 to 1	RBB	YP_005227141	1 to 1	RBB	WP_004898496.1	0	N/A		1 to 1	RBB	WP_014907528.1	1 to 1	RBB	WP_014907528.1	1 to 1	RBB	WP_008804731.1	1 to 1	RBB	WP_004180096.1
16130465	b2540	NP_417035.1	3-phenylpropionate dioxygenase, predicted ferredoxin subunit	1 to 1	Non-SSD	YP_005228739	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_004151769.1
16130466	b2541	NP_417036.1	2,3-dihydroxy-2,3-dihydrophenylpropionate dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130467	b2542	NP_417037.1	phenylpropionate dioxygenase, ferredoxin reductase subunit	1 to 1	Non-SSD	YP_005228733	0	N/A		2 to 1	RBB	WP_003901000.1;WP_003899055.1	0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_004174432.1
145698300	b2543	NP_417038.4	predicted inner membrane protein	1 to 1	SSD	YP_005228246	1 to 1	SSD	YP_005955942	0	N/A		1 to 1	SSD	WP_002914024.1	1 to 1	SSD	WP_002914024.1	1 to 1	SSD	WP_012540860.1	1 to 1	SSD	WP_002914024.1
16130469	b2544	NP_417039.1	conserved protein	1 to 1	Non-SSD	YP_005228242	1 to 1	Non-SSD	WP_004899867.1	0	N/A		1 to 1	Non-SSD	WP_004899867.1	1 to 1	Non-SSD	WP_004899867.1	0	N/A		1 to 1	Non-SSD	WP_004899867.1
90111455	b2545	NP_417040.2	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130471	b2546	NP_417041.1	predicted sugar transporter subunit: membrane component of ABC superfamily	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130472	b2547	NP_417042.1	fused predicted sugar transporter subunits of ABC superfamily: ATP-binding components	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16130473	b2548	NP_417043.1	predicted sugar transporter subunit: periplasmic-binding component of ABC superfamily	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
162135907	b2549	NP_417044.4	conserved protein	1 to 1	Non-SSD	YP_005228244	1 to 1	Non-SSD	WP_032448083.1	0	N/A		1 to 1	Non-SSD	YP_006635049	1 to 1	Non-SSD	WP_041937792.1	0	N/A		1 to 1	Non-SSD	WP_015958809.1
90111457	b2550	NP_417045.4	predicted DNA-binding transcriptional regulator	1 to 1	Borderline-SSD	YP_005228245	1 to 1	Borderline-SSD	WP_004174823.1	0	N/A		1 to 1	Borderline-SSD	YP_006635048	1 to 1	Borderline-SSD	YP_002920736	0	N/A		1 to 1	Borderline-SSD	WP_004214134.1
16130476	b2551	NP_417046.1	serine hydroxymethyltransferase	1 to 1	Borderline-SSD	YP_005228247	1 to 1	Borderline-SSD	WP_002914027.1	2 to 1	RBB	WP_003916776.1;WP_003899799.1	1 to 1	Borderline-SSD	WP_002914027.1	1 to 1	Borderline-SSD	WP_002914027.1	1 to 1	Borderline-SSD	WP_008803781.1	1 to 1	Borderline-SSD	WP_002914027.1
16130477	b2552	NP_417047.1	fused nitric oxide dioxygenase/dihydropteridine reductase 2	1 to 1	SSD	YP_005228248	1 to 1	SSD	WP_004899880.1	0	N/A		1 to 1	SSD	WP_014907107.1	1 to 1	SSD	WP_014907107.1	1 to 1	SSD	WP_012540859.1	1 to 1	SSD	WP_004185137.1
16130478	b2553	NP_417048.1	regulatory protein P-II for glutamine synthetase	1 to 1	SSD	YP_005228249	1 to 1	SSD	WP_002914032.1	1 to 2	RBB	WP_003414756.1	1 to 1	SSD	WP_002914032.1	1 to 1	SSD	WP_002914032.1	1 to 1	SSD	WP_002914032.1	1 to 1	SSD	WP_002914032.1
16130479	b2554	NP_417049.1	Response regulator regulating glmY sRNA in two-component system with sensor protein GlrK	1 to 1	SSD	YP_005228250	1 to 1	SSD	WP_004149357.1	0	N/A		1 to 1	SSD	WP_014907106.1	1 to 1	SSD	WP_014907106.1	1 to 1	SSD	WP_008803779.1	1 to 1	SSD	WP_004149357.1
16130480	b2555	NP_417050.1	conserved protein	1 to 1	SSD	YP_005228251	1 to 1	SSD	WP_002914033.1	0	N/A		1 to 1	SSD	WP_002914033.1	1 to 1	SSD	WP_002914033.1	1 to 1	SSD	WP_012540858.1	1 to 1	SSD	WP_002914033.1
90111458	b2556	NP_417051.2	Sensor protein kinase regulating glmY sRNA in two-component system with response regulator GlrR	1 to 1	Borderline-SSD	YP_005228252	1 to 1	Borderline-SSD	WP_004899887.1	0	N/A		1 to 1	Borderline-SSD	WP_014907105.1	1 to 1	Borderline-SSD	WP_014907105.1	1 to 1	Borderline-SSD	WP_012540857.1	1 to 1	Borderline-SSD	WP_009485444.1
49176239	b2557	YP_026170.1	phosphoribosylformyl-glycineamide synthetase	1 to 1	SSD	YP_005228253	1 to 1	SSD	WP_004185139.1	1 to 1	RBB	WP_003916276.1	1 to 1	SSD	WP_014907104.1	1 to 1	SSD	WP_014907104.1	1 to 1	SSD	WP_012540856.1	1 to 1	SSD	WP_004185139.1
171701683	b2558	NP_417053.2	membrane-bound lytic transglycosylase F, murein hydrolase	1 to 1	SSD	YP_005228254	1 to 1	SSD	WP_004144346.1	0	N/A		1 to 1	SSD	WP_004144346.1	1 to 1	SSD	WP_004144346.1	1 to 1	SSD	WP_008803775.1	1 to 1	SSD	WP_004144346.1
145698301	b2559	NP_417054.2	tRNA-specific adenosine deaminase	1 to 1	SSD	YP_005228255	1 to 1	SSD	WP_004180920.1	1 to 1	RBB	WP_003420508.1	1 to 1	SSD	WP_004151991.1	1 to 1	SSD	WP_004151991.1	1 to 1	SSD	WP_041165332.1	1 to 1	SSD	WP_004180920.1
90111459	b2560	NP_417055.4	conserved protein	1 to 1	Borderline-SSD	YP_005228256	1 to 1	Borderline-SSD	WP_002914050.1	0	N/A		1 to 1	Borderline-SSD	WP_002914050.1	1 to 1	SSD	WP_002914050.1	1 to 1	Borderline-SSD	WP_008803773.1	1 to 1	Borderline-SSD	WP_004180922.1
90111460	b2561	NP_417056.2	predicted DNA-binding transcriptional regulator	1 to 1	SSD	YP_005228257	1 to 1	SSD	WP_004144349.1	0	N/A		1 to 1	SSD	WP_004144349.1	1 to 1	SSD	WP_004144349.1	1 to 1	SSD	WP_004144349.1	1 to 1	SSD	WP_004144349.1
16130487	b2562	NP_417057.1	predicted 4Fe-4S cluster-containing protein	1 to 1	SSD	YP_005228258	1 to 1	SSD	WP_004144350.1	0	N/A		1 to 1	SSD	WP_004888420.1	1 to 1	SSD	WP_004888420.1	1 to 1	SSD	WP_004144350.1	1 to 1	SSD	WP_004888420.1
