Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Staphylococcus aureus subsp. aureus str. Newman - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus str. Newman - ortholuge status	Staphylococcus aureus subsp. aureus str. Newman - ortholog NCBI RefSeq accession	Bacillus subtilis subsp. subtilis str. 168 - ortholog count (reference : comparison)	Bacillus subtilis subsp. subtilis str. 168 - ortholuge status	Bacillus subtilis subsp. subtilis str. 168 - ortholog NCBI RefSeq accession	Streptococcus pneumoniae D39 - ortholog count (reference : comparison)	Streptococcus pneumoniae D39 - ortholuge status	Streptococcus pneumoniae D39 - ortholog NCBI RefSeq accession
397673867	RVBD_1991Ac	YP_006515402	antitoxin	0	N/A		0	N/A		0	N/A	
397673866	RVBD_1991c	WP_003410010.1	toxin	1 to 1	RBB	WP_000621175.1	1 to 1	RBB	NP_388347.1	0	N/A	
397673868	RVBD_1992c	WP_003899120.1	heavy metal translocating P-type ATPase	0	N/A		0	N/A		0	N/A	
397673869	RVBD_1993c	WP_003410017.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673870	RVBD_1994c	WP_003410018.1	HTH-type transcriptional regulator CmtR	0	N/A		0	N/A		0	N/A	
397673871	RVBD_1995	WP_003915234.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673872	RVBD_1996	WP_003899121.1	universal stress protein	0	N/A		0	N/A		0	N/A	
397673873	RVBD_1997	WP_003410027.1	HAD ATPase, P-type, family IC	0	N/A		1 to 1	SSD	NP_389448.1	1 to 1	RBB	YP_816843.1
397673874	RVBD_1998c	WP_003899122.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673875	RVBD_1999c	WP_003410039.1	APA family basic amino acid/polyamine antiporter	0	N/A		0	N/A		0	N/A	
397673876	RVBD_2000	WP_031647411.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673877	RVBD_2001	WP_031647412.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	YP_816706.1
397673878	RVBD_2002	WP_003410047.1	3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase	0	N/A		0	N/A		0	N/A	
397673879	RVBD_2003c	WP_003899125.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673880	RVBD_2004c	WP_003410057.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673881	RVBD_2005c	WP_003410060.1	universal stress protein	0	N/A		0	N/A		3 to 1	RBB	YP_817215.1
397673882	RVBD_2006	WP_003410063.1	trehalose-phosphatase	0	N/A		0	N/A		0	N/A	
397673883	RVBD_2007c	WP_003410065.1	ferredoxin	0	N/A		0	N/A		0	N/A	
397673884	RVBD_2008c	WP_003410070.1	ATPase AAA+ superfamily protein	0	N/A		0	N/A		0	N/A	
397673885	RVBD_2009	WP_003899127.1	antitoxin	0	N/A		0	N/A		0	N/A	
397673886	RVBD_2010	WP_003410075.1	toxin	0	N/A		0	N/A		0	N/A	
397673887	RVBD_2011c	WP_003410078.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673888	RVBD_2012	WP_003410080.1	hypothetical protein	1 to 1	RBB	WP_000886005.1	0	N/A		0	N/A	
397673889	RVBD_2013	WP_003899130.1	transposase	0	N/A		0	N/A		0	N/A	
397673890	RVBD_2014	WP_003899131.1	transposase	0	N/A		0	N/A		0	N/A	
397673891	RVBD_2015c	WP_003410095.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673892	RVBD_2016	WP_003410100.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673893	RVBD_2017	WP_003911735.1	transcriptional regulator	0	N/A		1 to 3	RBB	NP_389133.1;NP_389985.1;NP_390512.1	1 to 1	RBB	YP_817046.1
397673894	RVBD_2018	WP_003410108.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673895	RVBD_2019	WP_003410114.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673896	RVBD_2020c	WP_003410120.1	hypothetical protein	1 to 1	RBB	WP_001549623.1	0	N/A		0	N/A	
397673897	RVBD_2021c	WP_003410124.1	transcriptional regulator	0	N/A		1 to 1	RBB	NP_391247.1	0	N/A	
397673898	RVBD_2022c	WP_003900449.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673900	RVBD_2023A	WP_031654582.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673899	RVBD_2023c	WP_003410131.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673901	RVBD_2024c	WP_031682440.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	YP_815963.1
397673902	RVBD_2025c	WP_003410146.1	cation diffusion facilitator family transporter	1 to 2	RBB	WP_001013484.1;WP_000019744.1	1 to 3	RBB	NP_388335.1;NP_388428.2;NP_388513.1	1 to 1	RBB	YP_816844.1
397673903	RVBD_2026c	WP_003410150.1	universal stress protein	0	N/A		0	N/A		3 to 1	RBB	YP_817215.1
397673904	RVBD_2027c	WP_003899138.1	hypoxia sensor histidine kinase response regulator dosT	2 to 2	RBB	WP_000437967.1;WP_001017131.1	0	N/A		0	N/A	
397673905	RVBD_2028c	WP_003410171.1	universal stress protein	0	N/A		0	N/A		0	N/A	
397673906	RVBD_2029c	WP_003899139.1	1-phosphofructokinase family hexose kinase	1 to 2	RBB	WP_000640743.1;WP_000604135.1	1 to 1	SSD	NP_389322.1	1 to 2	RBB	YP_816257.1;YP_816525.1
397673907	RVBD_2030c	WP_031647418.1	erythromycin esterase	0	N/A		0	N/A		0	N/A	
397673908	RVBD_2031c	WP_003410189.1	heat shock protein hspX	0	N/A		0	N/A		0	N/A	
397673909	RVBD_2032	WP_003410193.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673910	RVBD_2033c	WP_003410196.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673911	RVBD_2034	WP_003410200.1	ArsR family transcriptional regulator	0	N/A		0	N/A		0	N/A	
397673912	RVBD_2035	WP_003899141.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673913	RVBD_2036	WP_003899142.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673914	RVBD_2037c	WP_031647421.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_390331.1	0	N/A	
397673915	RVBD_2038c	WP_003410218.1	cellobiose transporter ATP-binding protein	0	N/A		0	N/A		0	N/A	
397673916	RVBD_2039c	WP_003911736.1	multiple sugar transporter permease	0	N/A		1 to 1	RBB	NP_388580.1	1 to 1	RBB	YP_817035.1
397673917	RVBD_2040c	WP_003410224.1	multiple sugar transporter permease	4 to 1	RBB	WP_000166888.1	1 to 1	RBB	NP_388579.1	1 to 1	RBB	YP_817036.1
397673918	RVBD_2041c	WP_003410228.1	multiple sugar transporter substrate-binding protein	0	N/A		1 to 1	RBB	NP_391140.1	0	N/A	
397673919	RVBD_2042c	WP_003899143.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673920	RVBD_2043c	WP_003410243.1	nicotinamidase/pyrazinamidase	1 to 1	RBB	WP_000149686.1	1 to 1	RBB	NP_391054.1	1 to 1	RBB	YP_816870.1
397673921	RVBD_2044c	WP_003902241.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673922	RVBD_2045c	WP_003916923.1	carboxylesterase type B	2 to 1	RBB	WP_000700909.1	1 to 1	RBB	NP_391319.1	0	N/A	
397673923	RVBD_2046	WP_003899146.1	lipoprotein LppI	0	N/A		0	N/A		0	N/A	
397673924	RVBD_2047c	WP_003410309.1	hypothetical protein	0	N/A		1 to 2	RBB	NP_389764.1;NP_391399.1	0	N/A	
397673925	RVBD_2048c	WP_010886138.1	polyketide synthase 12	6 to 1	RBB	WP_000047348.1	4 to 2	RBB	NP_389600.3;NP_389602.3	7 to 1	RBB	YP_815893.1
397673926	RVBD_2049c	WP_003899148.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673927	RVBD_2050	WP_003410601.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673928	RVBD_2051c	WP_029988887.1	apolipoprotein N-acyltransferase	0	N/A		0	N/A		0	N/A	
397673929	RVBD_2052c	WP_003410605.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673930	RVBD_2053c	WP_003899151.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673931	RVBD_2054	WP_003410610.1	carboxymethylenebutenolidase	0	N/A		0	N/A		0	N/A	
397673932	RVBD_2055c	WP_003410619.1	30S ribosomal protein S18 2	0	N/A		0	N/A		0	N/A	
397673933	RVBD_2056c	WP_003410624.1	30S ribosomal protein S14	1 to 1	RBB	WP_001085655.1	1 to 1	RBB	NP_388768.1	1 to 1	RBB	YP_815725.1
397673934	RVBD_2057c	WP_003410628.1	50S ribosomal protein L33	0	N/A		0	N/A		0	N/A	
397673935	RVBD_2058c	WP_003410631.1	50S ribosomal protein L28	0	N/A		0	N/A		0	N/A	
397673936	RVBD_2059	WP_031647429.1	zinc/manganese transporter substrate-binding protein	0	N/A		0	N/A		0	N/A	
397673937	RVBD_2060	WP_031647424.1	zinc/manganese transporter permease	0	N/A		0	N/A		0	N/A	
397673938	RVBD_2061c	WP_003410645.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673939	RVBD_2062c	WP_003410648.1	cobaltochelatase subunit CobN	0	N/A		0	N/A		0	N/A	
397673940	RVBD_2063	WP_003410651.1	antitoxin	0	N/A		0	N/A		0	N/A	
397673941	RVBD_2063A	WP_003410654.1	toxin	0	N/A		0	N/A		0	N/A	
397673942	RVBD_2064	WP_003900454.1	precorrin-3B synthase	0	N/A		0	N/A		0	N/A	
397673943	RVBD_2065	WP_003410658.1	precorrin-8X methylmutase	0	N/A		0	N/A		0	N/A	
397673944	RVBD_2066	WP_003410659.1	cobalamin biosynthesis protein CobIJ	0	N/A		0	N/A		0	N/A	
397673945	RVBD_2067c	WP_003901321.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673946	RVBD_2068c	WP_003410677.1	beta-lactamase	0	N/A		1 to 1	RBB	NP_389761.1	0	N/A	
397673947	RVBD_2069	WP_003410678.1	sigma-70 family RNA polymerase sigma factor	0	N/A		1 to 1	RBB	NP_390191.2	0	N/A	
397673948	RVBD_2070c	WP_003900455.1	precorrin-6A reductase	0	N/A		0	N/A		0	N/A	
397673949	RVBD_2071c	WP_003906733.1	precorrin-4 C(11)-methyltransferase	0	N/A		0	N/A		0	N/A	
397673950	RVBD_2072c	WP_003911740.1	precorrin-6Y C(5,15)-methyltransferase	0	N/A		0	N/A		0	N/A	
397673951	RVBD_2073c	WP_003900457.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397673952	RVBD_2074	WP_009939445.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673953	RVBD_2075c	WP_003899158.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673954	RVBD_2076c	WP_003410693.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673956	RVBD_2077A	WP_003410695.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673957	RVBD_2077Bc	YP_006515492	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673955	RVBD_2077c	WP_003899159.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673958	RVBD_2078	WP_003911741.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673959	RVBD_2079	WP_003911742.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673960	RVBD_2080	WP_003899161.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673961	RVBD_2081c	YP_006515496	transmembrane protein	0	N/A		0	N/A		0	N/A	
397673962	RVBD_2082	WP_003911763.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673963	RVBD_2083	WP_003916935.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673964	RVBD_2084	WP_003900462.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673965	RVBD_2085	WP_003410726.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673966	RVBD_2086	WP_003899164.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673967	RVBD_2087	WP_003410730.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673968	RVBD_2088	WP_003410735.1	serine/threonine protein kinase	0	N/A		0	N/A		0	N/A	
397673969	RVBD_2089c	WP_003410743.1	D-alanyl-D-alanine dipeptidase	1 to 1	RBB	WP_000161661.1	0	N/A		1 to 1	RBB	YP_816877.1
561108347	RVBD_2090	WP_010886139.1	5'-3' exonuclease	0	N/A		0	N/A		0	N/A	
397673971	RVBD_2091c	WP_003410762.1	membrane protein	0	N/A		0	N/A		0	N/A	
397673972	RVBD_2092c	WP_003899167.1	ATP-dependent RNA helicase HelY	0	N/A		0	N/A		0	N/A	
397673973	RVBD_2093c	WP_009937728.1	twin arginine-targeting protein translocase TatC	1 to 1	RBB	WP_000187417.1	1 to 2	RBB	NP_388146.2;NP_388480.1	0	N/A	
397673974	RVBD_2094c	WP_003410768.1	TatA/E family twin arginine-targeting protein translocase	0	N/A		0	N/A		0	N/A	
397673975	RVBD_2095c	WP_003410772.1	protein pafC	0	N/A		1 to 1	RBB	NP_389791.1	0	N/A	
397673976	RVBD_2096c	WP_003410775.1	protein pafB	0	N/A		0	N/A		0	N/A	
397673977	RVBD_2097c	WP_003910893.1	pup-protein ligase	0	N/A		0	N/A		0	N/A	
397673978	RVBD_2098c	WP_014848110.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A	
397673979	RVBD_2099c	YP_006515514	PE family protein	0	N/A		0	N/A		0	N/A	
397673980	RVBD_2100	WP_003900464.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673981	RVBD_2101	WP_003911743.1	helicase helZ	0	N/A		1 to 1	RBB	NP_391509.1	1 to 1	RBB	YP_816813.1
397673982	RVBD_2102	WP_003899172.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673983	RVBD_2103c	WP_003410811.1	toxin	0	N/A		0	N/A		0	N/A	
397673985	RVBD_2104Ac	YP_006515520	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673984	RVBD_2104c	WP_003410814.1	antitoxin	0	N/A		0	N/A		0	N/A	
397673986	RVBD_2105	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A	
397673987	RVBD_2106	WP_003899492.1	transposase	0	N/A		0	N/A		16 to 1	RBB	YP_816351.1
397673988	RVBD_2107	WP_003410820.1	PE family protein	0	N/A		0	N/A		0	N/A	
397673989	RVBD_2108	WP_003900467.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397673990	RVBD_2109c	WP_003906749.1	proteasome subunit alpha	0	N/A		0	N/A		0	N/A	
397673991	RVBD_2110c	WP_003411023.1	proteasome subunit beta	0	N/A		0	N/A		0	N/A	
397673992	RVBD_2111c	WP_003411026.1	ubiquitin-like protein Pup	0	N/A		0	N/A		0	N/A	
397673993	RVBD_2112c	WP_003411029.1	pup deamidase/depupylase	0	N/A		0	N/A		0	N/A	
397673994	RVBD_2113	WP_003411031.1	membrane protein	0	N/A		0	N/A		0	N/A	
397673995	RVBD_2114	WP_003411033.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397673996	RVBD_2115c	WP_003411035.1	proteasome-associated ATPase	0	N/A		0	N/A		0	N/A	
397673997	RVBD_2116	WP_003900470.1	lipoprotein LppK	0	N/A		0	N/A		0	N/A	
397673998	RVBD_2117	WP_003411038.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_389546.1	0	N/A	
397673999	RVBD_2118c	WP_003411041.1	tRNA (adenine-N1-)-methyltransferase	0	N/A		0	N/A		0	N/A	
397674000	RVBD_2119	WP_003899178.1	recombinase B	0	N/A		0	N/A		0	N/A	
397674001	RVBD_2120c	WP_003900471.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674002	RVBD_2121c	WP_003411047.1	ATP phosphoribosyltransferase	1 to 1	RBB	WP_000944149.1	1 to 1	SSD	NP_391372.1	0	N/A	
397674003	RVBD_2122c	WP_003899180.1	phosphoribosyl-ATP pyrophosphatase	0	N/A		0	N/A		0	N/A	
397674004	RVBD_2123	WP_003411053.1	PPE family protein	0	N/A		0	N/A		0	N/A	
397674005	RVBD_2124c	WP_003900472.1	methionine synthase	1 to 1	RBB	WP_000077318.1	1 to 1	RBB	NP_388982.1	0	N/A	
397674006	RVBD_2125	WP_003911775.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674007	RVBD_2126c	WP_003411064.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A	
397674008	RVBD_2127	WP_003899182.1	L-asparagine permease 1	0	N/A		0	N/A		0	N/A	
397674009	RVBD_2128	WP_031647330.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674010	RVBD_2129c	WP_003411086.1	oxidoreductase	0	N/A		0	N/A		0	N/A	
397674011	RVBD_2130c	WP_003411091.1	L-cysteine:1D-myo-inositol 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	0	N/A		0	N/A		0	N/A	
397674012	RVBD_2131c	WP_023637438.1	3'-phosphoadenosine 5'-phosphate phosphatase	0	N/A		0	N/A		0	N/A	
397674013	RVBD_2132	WP_003411099.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674014	RVBD_2132Ac	YP_006515549	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674015	RVBD_2133c	WP_003900473.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674016	RVBD_2134c	WP_003411102.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674017	RVBD_2135c	WP_003411103.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674018	RVBD_2136c	WP_003411105.1	undecaprenyl-diphosphatase	1 to 1	RBB	WP_000469890.1	1 to 1	RBB	NP_390993.1	1 to 1	RBB	YP_815925.1
397674019	RVBD_2137c	WP_003899184.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674020	RVBD_2138	WP_003411110.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674021	RVBD_2138A	YP_006515556	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674022	RVBD_2139	WP_003411116.1	dihydroorotate dehydrogenase	1 to 1	RBB	WP_000277415.1	1 to 1	Non-SSD	NP_389437.1	1 to 2	RBB	YP_816159.1;YP_816334.1
397674023	RVBD_2140c	WP_003411119.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_391766.1	0	N/A	
397674024	RVBD_2141c	WP_003411121.1	hypothetical protein	0	N/A		1 to 2	RBB	NP_389418.2;NP_389852.1	1 to 1	RBB	YP_817366.1
397674026	RVBD_2142Ac	YP_006515561	toxin	0	N/A		0	N/A		0	N/A	
397674025	RVBD_2142c	WP_003411124.1	toxin	0	N/A		0	N/A		0	N/A	
397674027	RVBD_2143	WP_023637440.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674028	RVBD_2144c	WP_003411130.1	transmembrane protein	0	N/A		0	N/A		0	N/A	
397674029	RVBD_2145c	WP_003411131.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_389425.1	1 to 1	RBB	YP_816930.1
397674030	RVBD_2146c	WP_003900476.1	YggT family protein	0	N/A		0	N/A		0	N/A	
397674031	RVBD_2147c	WP_003411133.1	cell division protein sepF	1 to 1	RBB	WP_001185355.1	1 to 1	RBB	NP_389422.2	1 to 1	RBB	YP_816933.1
397674032	RVBD_2148c	WP_003900478.1	alanine racemase domain-containing protein	1 to 1	RBB	WP_001263988.1	1 to 1	RBB	NP_389421.1	1 to 1	RBB	YP_816934.1
397674033	RVBD_2149c	WP_003911777.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_389420.1	0	N/A	
397674034	RVBD_2150c	WP_003411144.1	cell division protein ftsZ	1 to 1	RBB	WP_000888997.1	1 to 1	SSD	NP_389412.2	1 to 1	RBB	YP_816935.1
397674035	RVBD_2151c	WP_003411157.1	cell division protein FtsQ	0	N/A		0	N/A		0	N/A	
397674036	RVBD_2152c	WP_003411159.1	UDP-N-acetylmuramate--L-alanine ligase	1 to 1	RBB	WP_000150168.1	1 to 1	RBB	NP_390857.1	1 to 1	RBB	YP_816811.1
397674037	RVBD_2153c	WP_003899190.1	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	1 to 1	RBB	WP_000160904.1	1 to 1	RBB	NP_389405.2	1 to 1	RBB	YP_816098.1
397674038	RVBD_2154c	WP_003411165.1	cell division protein FtsW	1 to 2	RBB	WP_000787940.1;WP_001109939.1	1 to 2	RBB	NP_389368.1;NP_389404.1	0	N/A	
397674039	RVBD_2155c	WP_009934975.1	UDP-N-acetylmuramoylalanine--D-glutamate ligase	1 to 1	RBB	WP_000935991.1	1 to 1	RBB	NP_389403.1	1 to 1	RBB	YP_816097.1
397674040	RVBD_2156c	WP_003411171.1	phospho-N-acetylmuramoyl-pentapeptide- transferase	1 to 1	RBB	WP_000578458.1	1 to 1	RBB	NP_389402.2	1 to 1	RBB	YP_815824.1
397674041	RVBD_2157c	WP_003411187.1	UDP-N-acetylmuramoyl-tripeptide-D-alanyl-D- alanine ligase	1 to 1	RBB	WP_000611465.1	1 to 1	RBB	NP_388338.1	1 to 1	RBB	YP_816939.1
397674042	RVBD_2158c	WP_003911778.1	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate-2, 6-diaminopimelate ligase	1 to 1	RBB	WP_000340118.1	1 to 1	RBB	NP_389401.1	1 to 1	RBB	YP_816820.1
397674043	RVBD_2159c	WP_003899194.1	alkylhydroperoxidase AhpD family core domain-containing protein	0	N/A		0	N/A		0	N/A	
561108348	RVBD_2160A	WP_003899195.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674045	RVBD_2161c	WP_003411201.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674046	RVBD_2162c	WP_009939865.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A	
397674047	RVBD_2163c	WP_003411214.1	cell division protein FtsI (penicillin-binding protein 3)	1 to 1	RBB	WP_001118663.1	1 to 2	RBB	NP_389399.2;NP_389400.2	1 to 1	RBB	YP_815823.1
397674048	RVBD_2164c	WP_003899197.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674049	RVBD_2165c	WP_031647337.1	ribosomal RNA small subunit methyltransferase H	1 to 1	RBB	WP_000468389.1	1 to 1	RBB	NP_389397.1	1 to 1	RBB	YP_815821.1
397674050	RVBD_2166c	WP_003411225.1	protein MraZ	1 to 1	RBB	WP_000480800.1	1 to 1	RBB	NP_389396.1	0	N/A	
397674051	RVBD_2167c	WP_003899492.1	transposase	0	N/A		0	N/A		16 to 1	RBB	YP_816351.1
397674052	RVBD_2168c	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A	
397674053	RVBD_2169c	WP_003411231.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674054	RVBD_2170	WP_003411235.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674055	RVBD_2171	WP_023637442.1	lipoprotein LppM	0	N/A		0	N/A		0	N/A	
397674056	RVBD_2172c	WP_003411241.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674057	RVBD_2173	WP_003411245.1	geranylgeranyl diphosphate synthase, type I	0	N/A		0	N/A		0	N/A	
397674058	RVBD_2174	WP_003899200.1	carotene biosynthesis associated membrane protein	0	N/A		0	N/A		0	N/A	
397674059	RVBD_2175c	WP_003911781.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674060	RVBD_2176	WP_031647338.1	serine/threonine protein kinase	3 to 1	RBB	WP_000579564.1	0	N/A		0	N/A	
397674061	RVBD_2177c	WP_003899203.1	transposase	0	N/A		0	N/A		0	N/A	
397674062	RVBD_2178c	WP_003911784.1	3-deoxy-7-phosphoheptulonate synthase	0	N/A		0	N/A		0	N/A	
397674063	RVBD_2179c	WP_003411331.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674064	RVBD_2180c	WP_031647558.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674065	RVBD_2181	WP_003411339.1	alpha-1,2-mannosyltransferase	0	N/A		0	N/A		0	N/A	
397674066	RVBD_2182c	WP_003411341.1	1-acylglycerol-3-phosphate O-acyltransferase	0	N/A		0	N/A		2 to 1	RBB	YP_816894.1
397674067	RVBD_2183c	WP_003411344.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674068	RVBD_2184c	WP_003899207.1	arsenite-transporting ATPase	0	N/A		0	N/A		0	N/A	
397674069	RVBD_2185c	WP_003411354.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674070	RVBD_2186c	WP_003411357.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674071	RVBD_2187	WP_003906768.1	long chain acyl-CoA synthetase	0	N/A		0	N/A		0	N/A	
397674072	RVBD_2188c	WP_003411369.1	GDP-mannose-dependent alpha-(1-6)-phosphatidylinositol monomannoside mannosyltransferase	0	N/A		1 to 2	RBB	NP_390966.1;NP_390969.1	0	N/A	
397674073	RVBD_2189c	WP_031647346.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674075	RVBD_2190Ac	WP_003915606.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674074	RVBD_2190c	WP_003411373.1	hypothetical protein	0	N/A		1 to 5	RBB	NP_388378.1;NP_388818.2;NP_388823.2;NP_389823.1;NP_391467.1	0	N/A	
397674076	RVBD_2191	WP_003904801.1	exonuclease, DNA polymerase III, epsilon subunit	1 to 1	RBB	WP_001251774.1	1 to 1	RBB	NP_389540.1	1 to 1	RBB	YP_815772.1
397674077	RVBD_2192c	YP_006515612	anthranilate phosphoribosyltransferase	1 to 1	RBB	WP_000173832.1	1 to 1	SSD	NP_390148.2	1 to 1	RBB	YP_817052.1
397674078	RVBD_2193	WP_003411389.1	cytochrome c oxidase subunit III	1 to 1	RBB	WP_000017736.1	1 to 2	RBB	NP_389374.1;NP_391694.1	0	N/A	
397674079	RVBD_2194	WP_021083205.1	ubiquinol-cytochrome c reductase cytochrome C subunit	0	N/A		1 to 2	RBB	NP_390398.1;NP_391407.1	0	N/A	
397674080	RVBD_2195	WP_003911816.1	ubiquinol-cytochrome c reductase iron-sulfur subunit	0	N/A		0	N/A		0	N/A	
397674081	RVBD_2196	WP_003899212.1	ubiquinol-cytochrome c reductase cytochrome B subunit	0	N/A		1 to 1	RBB	NP_390136.1	0	N/A	
397674082	RVBD_2197c	WP_003899213.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674083	RVBD_2198c	WP_003411405.1	membrane protein mmpS3	0	N/A		0	N/A		0	N/A	
397674084	RVBD_2199c	WP_003411408.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674085	RVBD_2200c	WP_003899214.1	cytochrome c oxidase subunit 2	0	N/A		1 to 1	SSD	NP_389372.1	0	N/A	
397674086	RVBD_2201	WP_003411413.1	asparagine synthase	0	N/A		1 to 1	RBB	NP_390932.1	0	N/A	
397674087	RVBD_2202c	WP_003411414.1	adenosine kinase	0	N/A		0	N/A		0	N/A	
397674088	RVBD_2203	WP_003411415.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674089	RVBD_2204c	WP_003411418.1	iron-sulfur cluster assembly accessory protein	0	N/A		1 to 1	SSD	NP_391096.1	0	N/A	
397674090	RVBD_2205c	WP_003899216.1	glycerate kinase	1 to 1	RBB	WP_001176863.1	1 to 1	RBB	NP_391884.2	1 to 1	RBB	YP_816484.1
397674091	RVBD_2206	WP_003411425.1	hypothetical protein	0	N/A		0	N/A		0	N/A	
397674092	RVBD_2207	WP_003411429.1	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	0	N/A		0	N/A		0	N/A	
