Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Lactobacillus rhamnosus GG NC_013198 - ortholog count (reference : comparison)	Lactobacillus rhamnosus GG NC_013198 - ortholuge status	Lactobacillus rhamnosus GG NC_013198 - ortholog NCBI RefSeq accession	Bacteroides vulgatus ATCC 8482 - ortholog count (reference : comparison)	Bacteroides vulgatus ATCC 8482 - ortholuge status	Bacteroides vulgatus ATCC 8482 - ortholog NCBI RefSeq accession	Eubacterium eligens ATCC 27750 - ortholog count (reference : comparison)	Eubacterium eligens ATCC 27750 - ortholuge status	Eubacterium eligens ATCC 27750 - ortholog NCBI RefSeq accession	Eubacterium rectale ATCC 33656 - ortholog count (reference : comparison)	Eubacterium rectale ATCC 33656 - ortholuge status	Eubacterium rectale ATCC 33656 - ortholog NCBI RefSeq accession
397673678	RVBD_1813c	WP_003409199.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673679	RVBD_1814	WP_003899033.1	C-5 sterol desaturase	0	N/A		0	N/A		0	N/A		0	N/A	
397673680	RVBD_1815	WP_003409204.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673681	RVBD_1816	WP_003409205.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673682	RVBD_1817	WP_003409207.1	flavoprotein	0	N/A		0	N/A		0	N/A		0	N/A	
397673683	RVBD_1818c	WP_010886133.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673684	RVBD_1819c	WP_003900416.1	ATP-binding protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673685	RVBD_1820	WP_003409218.1	acetolactate synthase I/II/III large subunit	0	N/A		0	N/A		0	N/A		0	N/A	
397673686	RVBD_1821	WP_003911668.1	protein translocase subunit secA 2	0	N/A		2 to 1	RBB	WP_005848202.1	0	N/A		0	N/A	
397673687	RVBD_1822	WP_003409227.1	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
397673688	RVBD_1823	WP_003901262.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673689	RVBD_1824	WP_003409231.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673690	RVBD_1825	WP_003899038.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673691	RVBD_1826	WP_003899040.1	glycine cleavage system H protein	1 to 1	RBB	WP_014569526.1	1 to 1	RBB	WP_005845365.1	0	N/A		0	N/A	
397673692	RVBD_1827	WP_003899041.1	FHA domain-containing protein	0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_012740979.1
397673693	RVBD_1828	WP_003409239.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673694	RVBD_1829	WP_003409242.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_005839333.1	0	N/A		0	N/A	
397673695	RVBD_1830	WP_003911669.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673696	RVBD_1831	WP_003902191.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673697	RVBD_1832	WP_003900418.1	glycine dehydrogenase	0	N/A		1 to 1	RBB	WP_005846879.1	0	N/A		0	N/A	
397673698	RVBD_1833c	WP_003409254.1	haloalkane dehalogenase 2	0	N/A		0	N/A		0	N/A		0	N/A	
397673699	RVBD_1834	WP_003409255.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673700	RVBD_1835c	WP_003409258.1	hydrolase	0	N/A		0	N/A		0	N/A		0	N/A	
397673701	RVBD_1836c	WP_003901265.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673702	RVBD_1837c	WP_003409271.1	malate synthase G	0	N/A		0	N/A		0	N/A		0	N/A	
397673703	RVBD_1838c	WP_003409273.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673704	RVBD_1839c	WP_003409276.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673705	RVBD_1840c	WP_003904712.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673706	RVBD_1841c	WP_003900419.1	hypothetical protein	0	N/A		2 to 1	RBB	WP_005838803.1	0	N/A		0	N/A	
397673707	RVBD_1842c	WP_003899046.1	hypothetical protein	1 to 1	RBB	WP_005714714.1	2 to 1	RBB	WP_005838803.1	0	N/A		0	N/A	
397673708	RVBD_1843c	WP_003900420.1	IMP dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A	
397673709	RVBD_1844c	WP_003911671.1	6-phosphogluconate dehydrogenase	1 to 1	RBB	WP_005684446.1	1 to 1	RBB	WP_005843392.1	0	N/A		0	N/A	
397673710	RVBD_1845c	WP_003409298.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673711	RVBD_1846c	WP_003409301.1	transcriptional regulator BlaI	0	N/A		0	N/A		0	N/A		0	N/A	
397673712	RVBD_1847	WP_003899048.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673713	RVBD_1848	WP_003409305.1	urease subunit gamma	0	N/A		0	N/A		0	N/A		0	N/A	
397673714	RVBD_1849	WP_003409308.1	urease subunit beta	0	N/A		0	N/A		0	N/A		0	N/A	
397673715	RVBD_1850	WP_003899049.1	urease subunit alpha	0	N/A		0	N/A		0	N/A		0	N/A	
397673716	RVBD_1851	WP_003899050.1	urease accessory protein UreF	0	N/A		0	N/A		0	N/A		0	N/A	
397673717	RVBD_1852	WP_003409313.1	urease accessory protein UreG	0	N/A		0	N/A		0	N/A		0	N/A	
397673718	RVBD_1853	WP_003900422.1	urease accessory protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673719	RVBD_1854c	WP_003409317.1	NADH dehydrogenase	2 to 2	RBB	WP_005713555.1;WP_005685266.1	0	N/A		0	N/A		0	N/A	
397673720	RVBD_1855c	WP_003409319.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673721	RVBD_1856c	WP_003409323.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673722	RVBD_1857	WP_003409326.1	molybdate-binding protein	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012743917.1
397673723	RVBD_1858	WP_003409329.1	molybdenum transporter permease modB	0	N/A		0	N/A		0	N/A		0	N/A	
397673724	RVBD_1859	WP_003899051.1	molybdenum import ATP-binding protein ModC	0	N/A		0	N/A		0	N/A		0	N/A	
397673725	RVBD_1860	WP_003911690.1	alanine and proline-rich secreted protein apa	0	N/A		0	N/A		0	N/A		0	N/A	
397673726	RVBD_1861	WP_003409339.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673727	RVBD_1862	WP_003409345.1	zinc-binding alcohol dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A	
397673728	RVBD_1863c	WP_003899053.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673729	RVBD_1864c	WP_003409351.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673730	RVBD_1865c	WP_003409355.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673731	RVBD_1866	WP_003900424.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673732	RVBD_1867	WP_003409362.1	acetyl-CoA C-acetyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
397673733	RVBD_1868	WP_003409374.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673734	RVBD_1869c	WP_003899055.1	oxidoreductase	1 to 2	RBB	WP_005685274.1;WP_005687636.1	3 to 1	RBB	WP_011965598.1	0	N/A		2 to 1	RBB	WP_012742080.1
397673735	RVBD_1870c	WP_014584785.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673736	RVBD_1871c	WP_003901275.1	deazaflavin-dependent nitroreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673737	RVBD_1872c	WP_003899057.1	L-lactate dehydrogenase (cytochrome)	1 to 1	RBB	WP_014570055.1	0	N/A		0	N/A		2 to 1	RBB	WP_012742566.1
397673738	RVBD_1873	WP_003409385.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673739	RVBD_1874	WP_003899058.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673740	RVBD_1875	WP_003899059.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673741	RVBD_1876	WP_003409398.1	bacterioferritin	0	N/A		0	N/A		0	N/A		0	N/A	
397673742	RVBD_1877	WP_003899060.1	drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter	0	N/A		0	N/A		0	N/A		0	N/A	
397673743	RVBD_1878	WP_003409401.1	glutamine synthetase	0	N/A		0	N/A		0	N/A		0	N/A	
397673744	RVBD_1879	WP_003899061.1	hypothetical protein	1 to 1	RBB	WP_005684250.1	0	N/A		0	N/A		0	N/A	
397673745	RVBD_1880c	WP_003409406.1	cytochrome P450 140 cyp140	0	N/A		0	N/A		0	N/A		0	N/A	
397673746	RVBD_1881c	WP_003409409.1	lipoprotein LppE	0	N/A		0	N/A		0	N/A		0	N/A	
397673747	RVBD_1882c	WP_003409413.1	short-chain type dehydrogenase/reductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673748	RVBD_1883c	WP_023637416.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673749	RVBD_1884c	WP_003911697.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673750	RVBD_1885c	WP_003899064.1	chorismate mutase	0	N/A		0	N/A		0	N/A		0	N/A	
397673752	RVBD_1886A	YP_006515287	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673751	RVBD_1886c	WP_003409456.1	antigen 85-B	0	N/A		0	N/A		0	N/A		0	N/A	
397673753	RVBD_1887	WP_003899065.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673755	RVBD_1888A	YP_006515290	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673754	RVBD_1888c	YP_006515289	transmembrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673756	RVBD_1889c	YP_006515291	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673757	RVBD_1890c	WP_003911699.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673758	RVBD_1891	WP_003409509.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673759	RVBD_1892	WP_031647312.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673760	RVBD_1893	WP_003409515.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673762	RVBD_1894A	YP_006515297	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673761	RVBD_1894c	WP_003409518.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673763	RVBD_1895	WP_031682186.1	chlorophyll synthesis pathway, bchC	1 to 1	RBB	WP_005687935.1	1 to 1	RBB	WP_012055895.1	2 to 1	RBB	WP_041687885.1	4 to 1	SSD	WP_012742269.1
397673764	RVBD_1896c	WP_003409526.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673765	RVBD_1897c	WP_003409533.1	D-tyrosyl-tRNA(Tyr) deacylase	1 to 1	RBB	WP_005687677.1	1 to 1	RBB	WP_005843922.1	1 to 1	RBB	WP_012738334.1	1 to 1	RBB	WP_012742551.1
397673766	RVBD_1898	WP_003409536.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673767	RVBD_1899c	WP_003409537.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_041174568.1	0	N/A		1 to 3	RBB	WP_012744171.1;WP_012744183.1;WP_041254755.1
397673768	RVBD_1900c	WP_003916001.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673769	RVBD_1901	WP_003900426.1	CinA-like protein	1 to 1	RBB	WP_014569352.1	1 to 1	RBB	WP_005841281.1	1 to 1	RBB	WP_012739357.1	1 to 1	RBB	WP_012743920.1
397673770	RVBD_1902c	WP_003900427.1	sialate:H+ symporter (SHS) family MFS transporter	1 to 1	RBB	WP_005688266.1	0	N/A		0	N/A		0	N/A	
397673771	RVBD_1903	WP_003409542.1	membrane protein	1 to 1	RBB	WP_005684507.1	0	N/A		0	N/A		0	N/A	
397673772	RVBD_1904	WP_003409543.1	anti-anti-sigma factor	0	N/A		0	N/A		0	N/A		0	N/A	
397673773	RVBD_1905c	WP_003899072.1	D-amino-acid oxidase	0	N/A		0	N/A		0	N/A		0	N/A	
397673774	RVBD_1906c	WP_003900428.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673775	RVBD_1907c	WP_014848108.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673776	RVBD_1908c	WP_003899075.1	catalase-peroxidase	0	N/A		0	N/A		0	N/A		0	N/A	
561108345	RVBD_1909c	WP_003899076.1	ferric uptake regulation protein	0	N/A		1 to 1	RBB	WP_005846283.1	0	N/A		1 to 1	SSD	WP_015517705.1
397673778	RVBD_1910c	WP_003899077.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673779	RVBD_1911c	WP_003899078.1	lipoprotein LppC	0	N/A		0	N/A		0	N/A		0	N/A	
397673780	RVBD_1912c	WP_003899079.1	NADPH2:quinone reductase	2 to 2	RBB	WP_015764867.1;WP_014569724.1	0	N/A		0	N/A		0	N/A	
397673781	RVBD_1913	WP_003409574.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673782	RVBD_1914c	WP_003917547.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673783	RVBD_1915	WP_003906697.1	isocitrate lyase	0	N/A		0	N/A		0	N/A		0	N/A	
397673784	RVBD_1916	WP_003903680.1	isocitrate lyase	0	N/A		0	N/A		0	N/A		0	N/A	
397673785	RVBD_1917c	WP_009936894.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673786	RVBD_1918c	WP_003906700.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673787	RVBD_1919c	WP_003899082.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673788	RVBD_1920	WP_003900432.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673789	RVBD_1921c	WP_003409666.1	lipoprotein LppF	0	N/A		0	N/A		0	N/A		0	N/A	
397673790	RVBD_1922	WP_003409667.1	hypothetical protein	1 to 2	SSD	YP_003170274;WP_014569244.1	0	N/A		4 to 1	RBB	WP_012738633.1	0	N/A	
397673791	RVBD_1923	WP_003911710.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673792	RVBD_1924c	WP_003900434.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673793	RVBD_1925	WP_003409680.1	fatty-acyl-CoA synthase	0	N/A		0	N/A		0	N/A		0	N/A	
397673794	RVBD_1926c	WP_003409684.1	immunogenic protein MPB63	0	N/A		0	N/A		0	N/A		0	N/A	
397673795	RVBD_1927	WP_003409685.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673796	RVBD_1928c	WP_003409686.1	oxidoreductase	2 to 1	RBB	WP_014569965.1	0	N/A		1 to 2	RBB	WP_012738777.1;WP_012739345.1	0	N/A	
397673797	RVBD_1929c	WP_003409689.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673798	RVBD_1930c	WP_003409694.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673799	RVBD_1931c	WP_003899087.1	transcriptional regulator	1 to 1	RBB	WP_005714953.1	1 to 4	RBB	WP_005843580.1;WP_005841013.1;WP_005853290.1;WP_005851311.1	1 to 2	RBB	WP_012739935.1;WP_012739937.1	1 to 2	RBB	WP_012742240.1;WP_012744327.1
397673800	RVBD_1932	WP_003409700.1	thiol peroxidase, atypical 2-Cys peroxiredoxin	1 to 1	RBB	WP_014569289.1	1 to 1	RBB	WP_005851502.1	0	N/A		0	N/A	
397673801	RVBD_1933c	WP_003900437.1	acyl-CoA dehydrogenase fadE18	0	N/A		0	N/A		0	N/A		0	N/A	
397673802	RVBD_1934c	WP_003900438.1	acyl-CoA dehydrogenase fadE17	0	N/A		0	N/A		0	N/A		0	N/A	
397673803	RVBD_1935c	WP_003409707.1	enoyl-CoA hydratase	0	N/A		0	N/A		0	N/A		0	N/A	
397673804	RVBD_1936	WP_003904740.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673805	RVBD_1937	WP_003409714.1	oxidoreductase	0	N/A		2 to 1	RBB	WP_005843526.1	0	N/A		0	N/A	
397673806	RVBD_1938	WP_003899091.1	microsomal epoxide hydrolase	0	N/A		0	N/A		0	N/A		0	N/A	
397673807	RVBD_1939	WP_003409718.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673808	RVBD_1940	WP_003899092.1	3,4-dihydroxy-2-butanone-4-phosphate synthase	0	N/A		0	N/A		0	N/A		0	N/A	
397673809	RVBD_1941	WP_003409775.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673810	RVBD_1942c	WP_003409778.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673811	RVBD_1943c	WP_023637423.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673812	RVBD_1944c	WP_003409784.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673813	RVBD_1945	WP_003903691.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673814	RVBD_1946c	WP_003899095.1	lipoprotein LppG	0	N/A		0	N/A		0	N/A		0	N/A	
397673815	RVBD_1947	WP_003409869.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673816	RVBD_1948c	WP_003899096.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673817	RVBD_1949c	WP_003899097.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673818	RVBD_1950c	WP_003409876.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673819	RVBD_1951c	WP_003409877.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673820	RVBD_1952	WP_003904744.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673821	RVBD_1953	WP_003409881.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673822	RVBD_1954c	YP_006515357	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673823	RVBD_1955	WP_003905702.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673824	RVBD_1956	WP_003409886.1	antitoxin, transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
397673825	RVBD_1957	WP_003409891.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673826	RVBD_1958c	WP_003901296.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673827	RVBD_1959c	WP_003409896.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673828	RVBD_1960c	WP_003409899.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673829	RVBD_1961	WP_003899099.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673830	RVBD_1961A	YP_006515365	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673832	RVBD_1962Ac	YP_006515367	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673831	RVBD_1962c	WP_003409913.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673834	RVBD_1963Ac	YP_006515369	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673833	RVBD_1963c	WP_003409919.1	TetR family transcriptional repressor mce3R	0	N/A		0	N/A		0	N/A		0	N/A	
397673835	RVBD_1964	WP_003899101.1	ABC transporter permease	0	N/A		0	N/A		0	N/A		0	N/A	
397673836	RVBD_1965	WP_003899102.1	ABC transporter permease	0	N/A		0	N/A		0	N/A		0	N/A	
397673837	RVBD_1966	WP_003900443.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673838	RVBD_1967	WP_003899104.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673839	RVBD_1968	WP_003904746.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673840	RVBD_1969	WP_003899106.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673841	RVBD_1970	WP_003899107.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673842	RVBD_1971	WP_003911732.1	virulence factor Mce family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673843	RVBD_1972	WP_003899109.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673844	RVBD_1973	WP_003899110.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673845	RVBD_1974	WP_003899111.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673846	RVBD_1975	WP_003899112.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673847	RVBD_1976c	WP_003899113.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673848	RVBD_1977	WP_003899114.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673849	RVBD_1978	WP_003409942.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673850	RVBD_1979c	WP_003899115.1	permease	1 to 1	RBB	WP_014569566.1	0	N/A		0	N/A		0	N/A	
397673851	RVBD_1980c	WP_003409954.1	immunogenic protein MPT64	0	N/A		0	N/A		0	N/A		0	N/A	
397673853	RVBD_1981Ac	YP_006515388	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673852	RVBD_1981c	WP_003899116.1	ribonucleoside-diphosphate reductase subunit beta nrdF1	2 to 1	RBB	WP_005710444.1	2 to 1	RBB	WP_005846512.1	0	N/A		0	N/A	
397673855	RVBD_1982Ac	YP_006515390	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673854	RVBD_1982c	WP_003409958.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673856	RVBD_1983	WP_003899118.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673858	RVBD_1984A	WP_003409980.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673857	RVBD_1984c	WP_003409976.1	cutinase	0	N/A		0	N/A		0	N/A		0	N/A	
397673859	RVBD_1985c	WP_003409986.1	ArgP family transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
397673860	RVBD_1986	WP_003409989.1	L-lysine exporter	0	N/A		0	N/A		0	N/A		0	N/A	
397673861	RVBD_1987	WP_003409992.1	chitinase	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012741193.1
397673862	RVBD_1988	WP_003900446.1	methyltransferase	0	N/A		0	N/A		0	N/A		0	N/A	
397673863	RVBD_1989c	WP_003410001.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673865	RVBD_1990A	WP_003410009.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A	
397673864	RVBD_1990c	WP_003410003.1	transcriptional regulator	0	N/A		0	N/A		0	N/A		0	N/A	
397673867	RVBD_1991Ac	YP_006515402	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673866	RVBD_1991c	WP_003410010.1	toxin	1 to 1	RBB	WP_005686631.1	0	N/A		1 to 1	RBB	WP_041688162.1	1 to 1	RBB	WP_012742802.1
397673868	RVBD_1992c	WP_003899120.1	heavy metal translocating P-type ATPase	0	N/A		0	N/A		0	N/A		0	N/A	
397673869	RVBD_1993c	WP_003410017.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673870	RVBD_1994c	WP_003410018.1	HTH-type transcriptional regulator CmtR	0	N/A		2 to 1	RBB	WP_005839468.1	0	N/A		0	N/A	
397673871	RVBD_1995	WP_003915234.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673872	RVBD_1996	WP_003899121.1	universal stress protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673873	RVBD_1997	WP_003410027.1	HAD ATPase, P-type, family IC	1 to 2	RBB	WP_014569389.1;WP_005685389.1	1 to 1	RBB	WP_011965131.1	0	N/A		0	N/A	
397673874	RVBD_1998c	WP_003899122.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673875	RVBD_1999c	WP_003410039.1	APA family basic amino acid/polyamine antiporter	0	N/A		0	N/A		0	N/A		0	N/A	
397673876	RVBD_2000	WP_031647411.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673877	RVBD_2001	WP_031647412.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673878	RVBD_2002	WP_003410047.1	3-alpha-(or 20-beta)-hydroxysteroid dehydrogenase	2 to 1	RBB	WP_014569965.1	0	N/A		0	N/A		0	N/A	
397673879	RVBD_2003c	WP_003899125.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673880	RVBD_2004c	WP_003410057.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673881	RVBD_2005c	WP_003410060.1	universal stress protein	3 to 1	RBB	WP_005684874.1	0	N/A		0	N/A		0	N/A	
397673882	RVBD_2006	WP_003410063.1	trehalose-phosphatase	0	N/A		0	N/A		0	N/A		0	N/A	
397673883	RVBD_2007c	WP_003410065.1	ferredoxin	0	N/A		3 to 1	RBB	WP_011965825.1	2 to 1	RBB	WP_012740170.1	2 to 1	RBB	WP_012743215.1
397673884	RVBD_2008c	WP_003410070.1	ATPase AAA+ superfamily protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673885	RVBD_2009	WP_003899127.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673886	RVBD_2010	WP_003410075.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A	
397673887	RVBD_2011c	WP_003410078.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673888	RVBD_2012	WP_003410080.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673889	RVBD_2013	WP_003899130.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A	
397673890	RVBD_2014	WP_003899131.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A	
397673891	RVBD_2015c	WP_003410095.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673892	RVBD_2016	WP_003410100.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673893	RVBD_2017	WP_003911735.1	transcriptional regulator	1 to 2	RBB	WP_005714743.1;WP_014569567.1	0	N/A		1 to 1	RBB	WP_041688492.1	1 to 2	RBB	WP_003509323.1
397673894	RVBD_2018	WP_003410108.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673895	RVBD_2019	WP_003410114.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673896	RVBD_2020c	WP_003410120.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
397673897	RVBD_2021c	WP_003410124.1	transcriptional regulator	1 to 1	RBB	WP_005685962.1	0	N/A		0	N/A		0	N/A	
397673898	RVBD_2022c	WP_003900449.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A	
