Analysis Type	NCBI BioProject ID (Strain 1)	Strain 1	GI (Strain 1)	Locus Tag (Strain 1)	NCBI RefSeq Accession (Strain 1)	Description (Strain 1)	NCBI BioProject ID (Strain 2)	Strain 2	GI (Strain 2)	Locus Tag (Strain 2)	NCBI RefSeq Accession (Strain 2)	Description (Strain 2)	Inparalogs	Strain 1 Inparalogs (Locus Tag/Name)	Strain 2 Inparalogs (Locus Tag/Name)	Ortholuge Class
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131057	b3165	NP_417634.1	30S ribosomal subunit protein S15	170532	Mycobacterium tuberculosis H37Rv	397674696	RVBD_2785c	WP_003414128.1	30S ribosomal protein S15				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131058	b3166	NP_417635.1	tRNA U55 pseudouridine synthase	170532	Mycobacterium tuberculosis H37Rv	397674704	RVBD_2793c	WP_003414147.1	tRNA pseudouridine synthase B				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131060	b3168	NP_417637.1	fused protein chain initiation factor 2, IF2: membrane protein/conserved protein	170532	Mycobacterium tuberculosis H37Rv	397674754	RVBD_2839c	WP_003899505.1	translation initiation factor IF-2				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131061	b3169	NP_417638.1	transcription termination/antitermination L factor	170532	Mycobacterium tuberculosis H37Rv	397674756	RVBD_2841c	WP_003414511.1	transcription elongation protein nusA				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	226524751	b3170	NP_417639.6	ribosome maturation factor for 30S subunits	170532	Mycobacterium tuberculosis H37Rv	397674757	RVBD_2842c	WP_003899507.1	ribosome maturation factor rimP				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131063	b3172	NP_417640.1	argininosuccinate synthetase	170532	Mycobacterium tuberculosis H37Rv	397673514	RVBD_1658	WP_003408179.1	argininosuccinate synthase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131066	b3176	NP_417643.1	phosphoglucosamine mutase	170532	Mycobacterium tuberculosis H37Rv	397675395	RVBD_3441c	WP_003418304.1	phosphoglucosamine mutase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111553	b3177	NP_417644.4	7,8-dihydropteroate synthase	170532	Mycobacterium tuberculosis H37Rv	397675562	RVBD_3608c	WP_003899596.1	dihydropteroate synthase 1				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131068	b3178	NP_417645.1	protease, ATP-dependent zinc-metallo	170532	Mycobacterium tuberculosis H37Rv	397675564	RVBD_3610c	WP_003419543.1	ATP-dependent zinc metalloprotease FtsH				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111554	b3181	NP_417648.4	transcript cleavage factor	170532	Mycobacterium tuberculosis H37Rv	397672912	RVBD_1080c	WP_003405742.1	transcription elongation factor greA	1	b3406[transcript cleavage factor]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131072	b3182	NP_417649.1	D-alanyl-D-alanine carboxypeptidase	170532	Mycobacterium tuberculosis H37Rv	397675581	RVBD_3627c	WP_003912457.1	D-alanyl-D-alanine carboxypeptidase/D-alanyl-D-alanine-endopeptidase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131073	b3183	NP_417650.1	GTPase involved in cell partioning and DNA repair	170532	Mycobacterium tuberculosis H37Rv	397674342	RVBD_2440c	WP_003901405.1	GTPase ObgE				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131075	b3185	NP_417652.1	50S ribosomal subunit protein L27	170532	Mycobacterium tuberculosis H37Rv	397674343	RVBD_2441c	WP_003412574.1	50S ribosomal protein L27				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131076	b3186	NP_417653.1	50S ribosomal subunit protein L21	170532	Mycobacterium tuberculosis H37Rv	397674344	RVBD_2442c	WP_003910911.1	50S ribosomal protein L21				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131077	b3187	NP_417654.1	octaprenyl diphosphate synthase	170532	Mycobacterium tuberculosis H37Rv	397672814	RVBD_0989c	WP_010886102.1	heptaprenyl diphosphate synthase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131077	b3187	NP_417654.1	octaprenyl diphosphate synthase	170532	Mycobacterium tuberculosis H37Rv	397672360	RVBD_0562	WP_003402957.1	heptaprenyl diphosphate synthase	1		RVBD_0989c[heptaprenyl diphosphate synthase]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131079	b3189	NP_417656.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase	170532	Mycobacterium tuberculosis H37Rv	397673157	RVBD_1315	WP_003406845.1	UDP-N-acetylglucosamine 1-carboxyvinyltransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131083	b3193	NP_417660.1	ABC transporter maintaining OM lipid asymmetry, anchored periplasmic binding protein	170532	Mycobacterium tuberculosis H37Rv	397673838	RVBD_1967	WP_003899104.1	virulence factor Mce family protein	1		RVBD_3498c[virulence factor Mce family protein]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131083	b3193	NP_417660.1	ABC transporter maintaining OM lipid asymmetry, anchored periplasmic binding protein	170532	Mycobacterium tuberculosis H37Rv	397675452	RVBD_3498c	WP_003418972.1	virulence factor Mce family protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131084	b3194	NP_417661.1	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein	170532	Mycobacterium tuberculosis H37Rv	397675455	RVBD_3501c	WP_003418986.1	ABC transporter permease	2		RVBD_0587[ABC transporter permease];RVBD_0167[ABC transporter permease]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131084	b3194	NP_417661.1	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein	170532	Mycobacterium tuberculosis H37Rv	397672386	RVBD_0587	WP_003403095.1	ABC transporter permease				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131084	b3194	NP_417661.1	ABC transporter maintaining OM lipid asymmetry, inner membrane permease protein	170532	Mycobacterium tuberculosis H37Rv	397671953	RVBD_0167	WP_003401074.1	ABC transporter permease				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131085	b3195	NP_417662.1	ABC transporter maintaining OM lipid asymmetry, ATP-binding protein	170532	Mycobacterium tuberculosis H37Rv	397672461	RVBD_0655	WP_003911248.1	ABC transporter ATP-binding protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131093	b3203	NP_417670.1	ribosome hibernation promoting factor HPF; stabilizes 70S dimers (100S)	170532	Mycobacterium tuberculosis H37Rv	397675182	RVBD_3241c	WP_003901577.1	ribosomal subunit interface protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131095	b3205	NP_417672.1	glmZ(sRNA)-inactivating NTPase, glucosamine-6-phosphate regulated	170532	Mycobacterium tuberculosis H37Rv	397673266	RVBD_1421	WP_003898873.1	hypothetical protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	308209621	b3212	NP_417679.2	glutamate synthase, large subunit	170532	Mycobacterium tuberculosis H37Rv	397675823	RVBD_3859c	WP_003899733.1	glutamate synthase (NADPH/NADH) large chain				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131103	b3213	NP_417680.1	glutamate synthase, 4Fe-4S protein, small subunit	170532	Mycobacterium tuberculosis H37Rv	397675822	RVBD_3858c	WP_003899732.1	glutamate synthase NADH/NADPH small subunit	2	b2468[fused predicted oxidoreductase: FeS binding subunit/NAD/FAD-binding subunit];b2887[fused predicted oxidoreductase: Fe-S subunit/nucleotide-binding subunit]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111559	b3224	NP_417691.4	sialic acid transporter	170532	Mycobacterium tuberculosis H37Rv	397673770	RVBD_1902c	WP_003900427.1	sialate:H+ symporter (SHS) family MFS transporter	1	b4279[predicted transporter]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131120	b3230	NP_417697.1	30S ribosomal subunit protein S9	170532	Mycobacterium tuberculosis H37Rv	397675396	RVBD_3442c	WP_003418308.1	30S ribosomal protein S9				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131121	b3231	NP_417698.1	50S ribosomal subunit protein L13	170532	Mycobacterium tuberculosis H37Rv	397675397	RVBD_3443c	WP_003418312.1	50S ribosomal protein L13				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131122	b3232	NP_417699.1	conserved protein with nucleoside triphosphate hydrolase domain	170532	Mycobacterium tuberculosis H37Rv	397674579	RVBD_2670c	WP_003899426.1	AFG1 family ATPase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131124	b3234	NP_417701.1	serine endoprotease, periplasmic	170532	Mycobacterium tuberculosis H37Rv	397673063	RVBD_1223	WP_003911452.1	serine protease htrA				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131125	b3235	NP_417702.1	serine endoprotease, periplasmic	170532	Mycobacterium tuberculosis H37Rv	397673063	RVBD_1223	WP_003911452.1	serine protease htrA				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131127	b3237	NP_417704.1	DNA-binding transcriptional dual regulator, L-arginine-binding	170532	Mycobacterium tuberculosis H37Rv	397673513	RVBD_1657	WP_003408178.1	arginine repressor				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131134	b3244	NP_417711.1	predicted peptidase	170532	Mycobacterium tuberculosis H37Rv	397674213	RVBD_2315c	WP_003411929.1	TldD protein				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	90111563	b3247	NP_417713.2	ribonuclease G	170532	Mycobacterium tuberculosis H37Rv	397674346	RVBD_2444c	WP_003899322.1	rne/Rng family ribonuclease				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131136	b3248	NP_417714.1	conserved protein, Maf family of nucleotide-binding proteins	170532	Mycobacterium tuberculosis H37Rv	397675224	RVBD_3282	WP_003417146.1	maf-like protein	1	b1087[Maf-like protein]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131141	b3253	NP_417719.1	predicted oxidoreductase, Zn-dependent and NAD(P)-binding	170532	Mycobacterium tuberculosis H37Rv	397671934	RVBD_0149	WP_003400985.1	NADPH2:quinone reductase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131144	b3256	NP_417722.1	acetyl-CoA carboxylase, biotin carboxylase subunit	170532	Mycobacterium tuberculosis H37Rv	397674405	RVBD_2501c	WP_003899356.1	acetyl/propionyl-CoA carboxylase subunit alpha	1		RVBD_0973c[propionyl-CoA carboxylase subunit alpha]	
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131144	b3256	NP_417722.1	acetyl-CoA carboxylase, biotin carboxylase subunit	170532	Mycobacterium tuberculosis H37Rv	397672797	RVBD_0973c	WP_003900244.1	propionyl-CoA carboxylase subunit alpha				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131148	b3260	NP_417726.1	tRNA-dihydrouridine synthase B	170532	Mycobacterium tuberculosis H37Rv	397672638	RVBD_0823c	WP_003914633.1	transcriptional regulator				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131162	b3281	NP_417740.1	dehydroshikimate reductase, NAD(P)-binding	170532	Mycobacterium tuberculosis H37Rv	397674459	RVBD_2552c	WP_003413193.1	shikimate-5-dehydrogenase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131163	b3282	NP_417741.1	tRNA(ANN) t(6)A37 threonylcarbamoyladenosine modification protein	170532	Mycobacterium tuberculosis H37Rv	397673143	RVBD_1301	WP_003898815.1	Sua5/YciO/YrdC/YwlC family protein	1	b1267[predicted RNA binding protein]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	49176336	b4473	YP_026211.1	conserved protein	170532	Mycobacterium tuberculosis H37Rv	397674814	RVBD_2896c	WP_003414694.1	DNA protecting protein DprA				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131166	b3287	NP_417745.1	peptide deformylase	170532	Mycobacterium tuberculosis H37Rv	397672220	RVBD_0429c	WP_003402185.1	peptide deformylase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131167	b3288	NP_417746.1	10-formyltetrahydrofolate:L-methionyl-tRNA(fMet) N-formyltransferase	170532	Mycobacterium tuberculosis H37Rv	397673251	RVBD_1406	WP_003900336.1	methionyl-tRNA formyltransferase				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131168	b3289	NP_417747.1	16S rRNA m(5)C967 methyltransferase, S-adenosyl-L-methionine-dependent	170532	Mycobacterium tuberculosis H37Rv	397673252	RVBD_1407	WP_003898865.1	ribosomal RNA small subunit methyltransferase B				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131169	b3290	NP_417748.1	NAD-binding component of TrK potassium transporter	170532	Mycobacterium tuberculosis H37Rv	397674600	RVBD_2691	WP_003911948.1	trk system potassium uptake protein TrkA				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131170	b3291	NP_417749.1	mechanosensitive channel protein, high conductance	170532	Mycobacterium tuberculosis H37Rv	397672810	RVBD_0985c	WP_003405128.1	large-conductance mechanosensitive channel				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131171	b3292	NP_417751.1	DNA-binding transcriptional activator in response to Zn(II)	170532	Mycobacterium tuberculosis H37Rv	397675280	RVBD_3334	WP_003900026.1	MerR family transcriptional regulator	1	b0487[DNA-binding transcriptional activator of copper-responsive regulon genes]		
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131173	b3294	NP_417753.1	50S ribosomal subunit protein L17	170532	Mycobacterium tuberculosis H37Rv	397675410	RVBD_3456c	WP_003418346.1	50S ribosomal protein L17				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131174	b3295	NP_417754.1	RNA polymerase, alpha subunit	170532	Mycobacterium tuberculosis H37Rv	397675411	RVBD_3457c	WP_003418351.1	DNA-directed RNA polymerase subunit alpha				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131175	b3296	NP_417755.1	30S ribosomal subunit protein S4	170532	Mycobacterium tuberculosis H37Rv	397675412	RVBD_3458c	WP_003418354.1	30S ribosomal protein S4				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131176	b3297	NP_417756.1	30S ribosomal subunit protein S11	170532	Mycobacterium tuberculosis H37Rv	397675413	RVBD_3459c	WP_003900064.1	30S ribosomal protein S11				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131177	b3298	NP_417757.1	30S ribosomal subunit protein S13	170532	Mycobacterium tuberculosis H37Rv	397675414	RVBD_3460c	WP_003418360.1	30S ribosomal protein S13				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131178	b3299	NP_417758.1	50S ribosomal subunit protein L36	170532	Mycobacterium tuberculosis H37Rv	397675415	RVBD_3461c	WP_003418367.1	50S ribosomal protein L36				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131179	b3300	NP_417759.1	preprotein translocase membrane subunit	170532	Mycobacterium tuberculosis H37Rv	397672541	RVBD_0732	WP_003403723.1	preprotein translocase subunit secY				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131181	b3302	NP_417761.1	50S ribosomal subunit protein L30	170532	Mycobacterium tuberculosis H37Rv	397672531	RVBD_0722	WP_003403683.1	50S ribosomal protein L30				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131182	b3303	NP_417762.1	30S ribosomal subunit protein S5	170532	Mycobacterium tuberculosis H37Rv	397672530	RVBD_0721	WP_003403680.1	30S ribosomal protein S5				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131183	b3304	NP_417763.1	50S ribosomal subunit protein L18	170532	Mycobacterium tuberculosis H37Rv	397672529	RVBD_0720	WP_003403677.1	50S ribosomal protein L18				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131184	b3305	NP_417764.1	50S ribosomal subunit protein L6	170532	Mycobacterium tuberculosis H37Rv	397672528	RVBD_0719	WP_003403673.1	50S ribosomal protein L6				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131185	b3306	NP_417765.1	30S ribosomal subunit protein S8	170532	Mycobacterium tuberculosis H37Rv	397672527	RVBD_0718	WP_003403669.1	30S ribosomal protein S8				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131186	b3307	NP_417766.1	30S ribosomal subunit protein S14	170532	Mycobacterium tuberculosis H37Rv	397673933	RVBD_2056c	WP_003410624.1	30S ribosomal protein S14				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131187	b3308	NP_417767.1	50S ribosomal subunit protein L5	170532	Mycobacterium tuberculosis H37Rv	397672525	RVBD_0716	WP_003403660.1	50S ribosomal protein L5				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131188	b3309	NP_417768.1	50S ribosomal subunit protein L24	170532	Mycobacterium tuberculosis H37Rv	397672524	RVBD_0715	WP_003403654.1	50S ribosomal protein L24				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131189	b3310	NP_417769.1	50S ribosomal subunit protein L14	170532	Mycobacterium tuberculosis H37Rv	397672523	RVBD_0714	WP_003403649.1	50S ribosomal protein L14				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131190	b3311	NP_417770.1	30S ribosomal subunit protein S17	170532	Mycobacterium tuberculosis H37Rv	397672519	RVBD_0710	WP_031647119.1	30S ribosomal protein S17				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131191	b3312	NP_417771.1	50S ribosomal subunit protein L29	170532	Mycobacterium tuberculosis H37Rv	397672518	RVBD_0709	WP_003403594.1	50S ribosomal protein L29				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131192	b3313	NP_417772.1	50S ribosomal subunit protein L16	170532	Mycobacterium tuberculosis H37Rv	397672517	RVBD_0708	WP_003403592.1	50S ribosomal protein L16				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131193	b3314	NP_417773.1	30S ribosomal subunit protein S3	170532	Mycobacterium tuberculosis H37Rv	397672516	RVBD_0707	WP_003403590.1	30S ribosomal protein S3				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131194	b3315	NP_417774.1	50S ribosomal subunit protein L22	170532	Mycobacterium tuberculosis H37Rv	397672515	RVBD_0706	WP_003403587.1	50S ribosomal protein L22				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131195	b3316	NP_417775.1	30S ribosomal subunit protein S19	170532	Mycobacterium tuberculosis H37Rv	397672514	RVBD_0705	WP_003403584.1	30S ribosomal protein S19				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131196	b3317	NP_417776.1	50S ribosomal subunit protein L2	170532	Mycobacterium tuberculosis H37Rv	397672513	RVBD_0704	WP_003403582.1	50S ribosomal protein L2				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131197	b3318	NP_417777.1	50S ribosomal subunit protein L23	170532	Mycobacterium tuberculosis H37Rv	397672512	RVBD_0703	WP_003403581.1	50S ribosomal protein L23				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131198	b3319	NP_417778.1	50S ribosomal subunit protein L4	170532	Mycobacterium tuberculosis H37Rv	397672511	RVBD_0702	WP_003403580.1	50S ribosomal protein L4				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131199	b3320	NP_417779.1	50S ribosomal subunit protein L3	170532	Mycobacterium tuberculosis H37Rv	397672510	RVBD_0701	WP_003403579.1	50S ribosomal protein L3				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131200	b3321	NP_417780.1	30S ribosomal subunit protein S10	170532	Mycobacterium tuberculosis H37Rv	397672509	RVBD_0700	WP_003403578.1	30S ribosomal protein S10				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131215	b3336	NP_417795.1	bacterioferritin, iron storage and detoxification protein	170532	Mycobacterium tuberculosis H37Rv	397673741	RVBD_1876	WP_003409398.1	bacterioferritin				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131218	b3339	NP_417798.1	protein chain elongation factor EF-Tu (duplicate of tufB)	170532	Mycobacterium tuberculosis H37Rv	397672493	RVBD_0685	WP_003403463.1	elongation factor Tu				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131219	b3340	NP_417799.1	protein chain elongation factor EF-G, GTP-binding	170532	Mycobacterium tuberculosis H37Rv	397672492	RVBD_0684	WP_003898554.1	elongation factor G				
rbb	57779	Escherichia coli str. K-12 substr. MG1655	16131220	b3341	NP_417800.1	30S ribosomal subunit protein S7	170532	Mycobacterium tuberculosis H37Rv	397672491	RVBD_0683	WP_003403456.1	30S ribosomal protein S7				
