Escherichia coli str. K-12 substr. MG1655 - GI (Reference)	Escherichia coli str. K-12 substr. MG1655 - Locus Tag (Reference)	Escherichia coli str. K-12 substr. MG1655 - NCBI RefSeq Accession (Reference)	Escherichia coli str. K-12 substr. MG1655 - Description (Reference)	Mycobacterium tuberculosis H37Rv - ortholog count (reference : comparison)	Mycobacterium tuberculosis H37Rv - ortholuge status	Mycobacterium tuberculosis H37Rv - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Mycobacterium intracellulare ATCC 13950 - ortholog count (reference : comparison)	Mycobacterium intracellulare ATCC 13950 - ortholuge status	Mycobacterium intracellulare ATCC 13950 - ortholog NCBI RefSeq accession	Mycobacterium abscessus ATCC 19977 - ortholog count (reference : comparison)	Mycobacterium abscessus ATCC 19977 - ortholuge status	Mycobacterium abscessus ATCC 19977 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus N315 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus N315 - ortholuge status	Staphylococcus aureus subsp. aureus N315 - ortholog NCBI RefSeq accession	Mycobacterium marinum M - ortholog count (reference : comparison)	Mycobacterium marinum M - ortholuge status	Mycobacterium marinum M - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Mycobacterium avium 104 - ortholog count (reference : comparison)	Mycobacterium avium 104 - ortholuge status	Mycobacterium avium 104 - ortholog NCBI RefSeq accession	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog count (reference : comparison)	Mycobacterium avium subsp. paratuberculosis K-10 - ortholuge status	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog NCBI RefSeq accession	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog count (reference : comparison)	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholuge status	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog NCBI RefSeq accession	Enterococcus faecium Aus0004 - ortholog count (reference : comparison)	Enterococcus faecium Aus0004 - ortholuge status	Enterococcus faecium Aus0004 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholuge status	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog NCBI RefSeq accession	Acinetobacter baumannii AYE - ortholog count (reference : comparison)	Acinetobacter baumannii AYE - ortholuge status	Acinetobacter baumannii AYE - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholuge status	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog NCBI RefSeq accession	Enterobacter cloacae subsp. cloacae ATCC 13047 - ortholog count (reference : comparison)	Enterobacter cloacae subsp. cloacae ATCC 13047 - ortholuge status	Enterobacter cloacae subsp. cloacae ATCC 13047 - ortholog NCBI RefSeq accession
16131845	b4019	NP_418443.1	"homocysteine-N5-methyltetrahydrofolate transmethylase, B12-dependent"	1 to 1	RBB	WP_003900472.1	1 to 1	SSD	YP_005240472	1 to 1	RBB	WP_014380026.1	1 to 1	SSD	YP_001702864	1 to 1	SSD	NP_463053.2	1 to 1	RBB	NP_250534.1	1 to 1	SSD	YP_001084005	1 to 1	RBB	YP_002389483	1 to 1	RBB	WP_000077317.1	1 to 1	RBB	WP_012396362.1	1 to 1	SSD	WP_003139920.1	1 to 1	RBB	WP_023863781.1	1 to 1	RBB	WP_010949381.1	1 to 1	RBB	YP_888464.1	0	N/A		1 to 1	SSD	WP_004178260.1	1 to 1	RBB	YP_001574287	1 to 1	SSD	WP_000105326.1	1 to 1	RBB	YP_498929.1	1 to 1	SSD	YP_003610786
16131846	b4020	NP_418444.1	predicted transporter	0	N/A		1 to 1	SSD	YP_005240473	0	N/A		0	N/A		1 to 1	SSD	NP_463054.1	1 to 1	RBB	NP_254160.1	0	N/A		1 to 1	RBB	YP_002389484	1 to 1	SSD	WP_000426069.1	0	N/A		1 to 1	RBB	WP_003136417.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004177864.1	1 to 1	SSD	YP_001574032	0	N/A		1 to 1	RBB	YP_498664.1	1 to 1	SSD	YP_003610787
16131847	b4021	NP_418445.1	(alpha)-aspartyl dipeptidase	0	N/A		1 to 1	Borderline-SSD	YP_005240474	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_463055.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389485	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004895000.1	0	N/A		0	N/A		0	N/A		0	N/A	
16131848	b4022	NP_418446.1	23S rRNA U2604 pseudouridine synthase	0	N/A		1 to 1	Non-SSD	YP_005240477	0	N/A		0	N/A		1 to 1	Non-SSD	NP_463058.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389486	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_002884619.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003610790
16131849	b4023	NP_418447.1	conserved protein	0	N/A		1 to 1	Non-SSD	YP_005240478	0	N/A		0	N/A		1 to 1	Non-SSD	NP_463059.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389487	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_002884625.1	0	N/A		0	N/A		0	N/A		0	N/A	
16131850	b4024	NP_418448.1	aspartokinase III	1 to 3	RBB	WP_003419828.1	1 to 1	SSD	YP_005240509	1 to 2	RBB	WP_008263260.1	1 to 3	RBB	YP_001701096	1 to 1	SSD	NP_463085.1	1 to 3	RBB	NP_249595.1	1 to 3	RBB	YP_001084174	1 to 1	RBB	YP_002389491	1 to 3	RBB	WP_000868645.1	1 to 2	RBB	WP_012396734.1	1 to 3	RBB	WP_003085971.1	2 to 1	RBB	WP_011723526.1	2 to 1	RBB	WP_003877007.1	2 to 1	RBB	YP_890476.1	1 to 2	RBB	WP_002286872.1	1 to 1	SSD	WP_004146591.1	1 to 3	RBB	YP_001575163	1 to 3	RBB	WP_001185176.1	1 to 3	RBB	YP_499849.1	1 to 1	Borderline-SSD	YP_003610792
16131851	b4025	NP_418449.1	glucosephosphate isomerase	1 to 1	RBB	WP_003404830.1	1 to 1	Borderline-SSD	YP_005240510	1 to 1	SSD	WP_014379276.1	1 to 1	SSD	YP_001701795	1 to 1	Borderline-SSD	NP_463086.1	1 to 1	SSD	NP_253420.1	1 to 1	SSD	YP_001083161	1 to 1	RBB	YP_002389492	1 to 1	RBB	WP_000148852.1	1 to 1	RBB	WP_012396106.1	1 to 1	Non-SSD	WP_003100194.1	1 to 1	SSD	WP_011723919.1	1 to 1	RBB	WP_003872837.1	1 to 1	SSD	YP_889777.1	1 to 1	RBB	WP_002288574.1	1 to 1	SSD	WP_012737148.1	1 to 1	RBB	YP_001574821	1 to 1	SSD	WP_000045515.1	1 to 1	RBB	YP_499453.1	1 to 1	SSD	YP_003610793
16131852	b4026	NP_418450.1	predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
90111676	b4027	NP_418451.4	predicted lipoprotein	0	N/A		1 to 1	RBB	YP_005240512	0	N/A		0	N/A		1 to 1	RBB	NP_463088.2	0	N/A		0	N/A		1 to 1	RBB	YP_002389494	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_003610795
16131854	b4028	NP_418452.1	conserved protein	0	N/A		1 to 1	RBB	YP_005240513	0	N/A		0	N/A		1 to 1	RBB	NP_463089.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389495	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_003610796
16131855	b4029	NP_418453.1	predicted porin	0	N/A		1 to 1	RBB	YP_005240514	0	N/A		0	N/A		1 to 1	RBB	NP_463090.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389496	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_003610797
16131856	b4030	NP_418454.1	phosphate starvation inducible protein	0	N/A		1 to 1	SSD	YP_005240515	0	N/A		0	N/A		1 to 1	SSD	NP_463091.1	1 to 1	RBB	NP_252093.1	1 to 1	RBB	YP_001085896	1 to 1	RBB	YP_002389500	0	N/A		0	N/A		1 to 1	RBB	WP_003091838.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_002884721.1	0	N/A		1 to 1	RBB	WP_001113293.1	0	N/A		1 to 1	SSD	YP_003610799
16131857	b4031	NP_418455.1	D-xylose transporter	1 to 3	RBB	WP_003912183.1	2 to 1	RBB	YP_005240739;YP_005240741	1 to 3	RBB	WP_009954022.1	1 to 1	RBB	YP_001701443	2 to 1	SSD	NP_463280.1;NP_463279.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389501	0	N/A		1 to 3	RBB	WP_041324412.1	0	N/A		2 to 1	RBB	WP_009979487.1	2 to 1	RBB	WP_003879227.1	1 to 1	RBB	YP_888461.1	0	N/A		1 to 1	RBB	WP_014907110.1	0	N/A		0	N/A		0	N/A		0	N/A	
16131858	b4032	NP_418456.1	maltose transporter subunit	0	N/A		1 to 1	SimNSSD	YP_005240516	0	N/A		0	N/A		1 to 1	SimNSSD	NP_463092.1	1 to 2	RBB	NP_251030.1	0	N/A		1 to 1	RBB	YP_002389502	1 to 1	RBB	WP_000162661.1	0	N/A		1 to 2	RBB	WP_003139354.1	0	N/A		0	N/A		2 to 4	RBB	YP_884919.1;YP_884966.1;YP_887424.1;YP_889309.1	1 to 1	RBB	WP_002288156.1	1 to 1	SSD	WP_002884725.1	1 to 1	RBB	YP_001574133	0	N/A		1 to 1	RBB	YP_498775.1	1 to 1	Borderline-SSD	YP_003610804
16131859	b4033	NP_418457.1	maltose transporter subunit	0	N/A		1 to 1	Borderline-SSD	YP_005240517	0	N/A		0	N/A		1 to 1	Borderline-SSD	NP_463093.1	1 to 1	RBB	NP_251029.1	0	N/A		1 to 1	RBB	YP_002389503	1 to 1	RBB	WP_000166892.1	0	N/A		1 to 1	RBB	WP_003111701.1	0	N/A		0	N/A		1 to 1	RBB	YP_884918.1	1 to 1	RBB	WP_002288157.1	1 to 1	SSD	WP_002884726.1	1 to 1	RBB	YP_001574132	0	N/A		1 to 1	RBB	YP_498774.1	1 to 1	SSD	YP_003610805
16131860	b4034	NP_418458.1	maltose transporter subunit	1 to 1	RBB	WP_003911458.1	1 to 1	Borderline-SSD	YP_005240520	1 to 1	RBB	WP_008254648.1	1 to 1	RBB	YP_001702112	1 to 1	Borderline-SSD	NP_463094.2	0	N/A		0	N/A		1 to 1	RBB	YP_002389504	1 to 1	RBB	WP_000034961.1	1 to 1	RBB	WP_012395779.1	0	N/A		1 to 1	RBB	WP_011724815.1	1 to 1	RBB	WP_003876743.1	0	N/A		1 to 1	RBB	WP_002288159.1	1 to 1	SSD	WP_002884740.1	1 to 1	RBB	YP_001574131	0	N/A		1 to 1	RBB	YP_498773.1	1 to 1	SSD	YP_003610806
16131861	b4035	NP_418459.1	"fused maltose transport subunit, ATP-binding component of ABC superfamily/regulatory protein"	2 to 2	RBB	WP_003410218.1;WP_003406299.1	1 to 1	SSD	YP_005240521	2 to 2	RBB	WP_008256437.1;WP_009957422.1	1 to 2	RBB	YP_001702115	1 to 1	SSD	NP_463095.1	1 to 1	RBB	NP_251031.1	0	N/A		1 to 1	RBB	YP_002389505	0	N/A		2 to 2	RBB	WP_012395776.1;WP_012394701.1	1 to 1	RBB	WP_003089446.1	0	N/A		0	N/A		2 to 2	RBB	YP_884930.1;YP_889308.1	0	N/A		1 to 1	SSD	WP_002884743.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003610808
16131862	b4036	NP_418460.1	maltose outer membrane porin (maltoporin)	0	N/A		1 to 1	SSD	YP_005240522	0	N/A		0	N/A		1 to 1	SSD	NP_463096.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389506	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Borderline-SSD	WP_002884747.1	0	N/A		0	N/A		0	N/A		1 to 1	Borderline-SSD	YP_003610809
16131863	b4037	NP_418461.1	maltose regulon periplasmic protein	0	N/A		1 to 1	SSD	YP_005240524	0	N/A		0	N/A		1 to 1	SSD	NP_463097.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389507	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004151749.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003610810
90111677	b4039	NP_418463.4	chorismate--pyruvate lyase	0	N/A		1 to 1	SSD	YP_005240525	0	N/A		0	N/A		1 to 1	SSD	NP_463098.1	1 to 1	RBB	NP_254044.1	1 to 1	RBB	YP_001085371	1 to 1	RBB	YP_002389510	0	N/A		0	N/A		1 to 1	RBB	WP_003096645.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_002884807.1	0	N/A		1 to 1	RBB	WP_001231791.1	0	N/A		1 to 1	SSD	YP_003610811
16131866	b4040	NP_418464.1	p-hydroxybenzoate octaprenyltransferase	0	N/A		1 to 1	SSD	YP_005240526	0	N/A		0	N/A		1 to 1	SSD	NP_463099.1	1 to 1	SSD	NP_254045.1	1 to 1	SSD	YP_001085370	1 to 1	RBB	YP_002389511	0	N/A		0	N/A		1 to 1	SSD	WP_003142027.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_002884808.1	0	N/A		1 to 1	SSD	WP_000205474.1	0	N/A		1 to 1	SSD	YP_003610812
90111678	b4041	NP_418465.4	glycerol-3-phosphate O-acyltransferase	2 to 1	RBB	WP_003917012.1;WP_003407762.1	1 to 1	SSD	YP_005240527	2 to 1	RBB	WP_009955517.1;WP_014379663.1	0	N/A		1 to 1	SSD	NP_463100.1	1 to 1	RBB	NP_252363.1	1 to 1	RBB	YP_001086090	1 to 1	RBB	YP_002389512	0	N/A		2 to 1	RBB	WP_012395433.1;WP_012394120.1	1 to 1	RBB	WP_003092456.1	1 to 1	RBB	WP_011725334.1	1 to 2	RBB	WP_003877707.1;WP_003877436.1	1 to 1	RBB	YP_888964.1	0	N/A		1 to 1	SSD	WP_004178269.1	0	N/A		1 to 1	RBB	WP_000045400.1	0	N/A		1 to 1	SSD	YP_003610813
16131868	b4042	NP_418466.1	diacylglycerol kinase	0	N/A		1 to 1	SSD	YP_005240528	0	N/A		0	N/A		1 to 1	SSD	NP_463101.1	1 to 1	RBB	NP_252293.1	1 to 1	SSD	YP_001085681	1 to 1	RBB	YP_002389513	1 to 1	RBB	WP_000819532.1	0	N/A		1 to 1	RBB	WP_003092226.1	0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_002296159.1	1 to 1	SSD	WP_002884819.1	1 to 1	RBB	YP_001575456	1 to 1	SSD	WP_000379022.1	1 to 1	Non-SSD	YP_500182.1	1 to 1	SSD	YP_003610814
16131869	b4043	NP_418467.1	DNA-binding transcriptional repressor of SOS regulon	1 to 1	RBB	WP_003899448.1	1 to 1	SSD	YP_005240529	1 to 1	RBB	WP_008258568.1	1 to 1	SSD	YP_001703770	1 to 1	SSD	NP_463102.1	1 to 1	RBB	NP_251697.1	0	N/A		1 to 1	RBB	YP_002389514	1 to 1	RBB	WP_001208755.1	1 to 1	RBB	WP_012393777.1	1 to 1	RBB	WP_003091196.1	1 to 1	RBB	WP_009977973.1	1 to 1	RBB	WP_003878623.1	1 to 1	RBB	YP_887073.1	1 to 1	RBB	WP_002296572.1	1 to 1	SSD	WP_002884822.1	1 to 1	RBB	YP_001575882	0	N/A		1 to 1	RBB	YP_499863.1	1 to 1	Non-SSD	YP_003610815
162135919	b4044	NP_418468.3	DNA-damage-inducible SOS response protein	0	N/A		1 to 1	SSD	YP_005240530	0	N/A		0	N/A		1 to 1	SSD	NP_463103.1	1 to 1	RBB	NP_253508.1	0	N/A		1 to 1	RBB	YP_002389515	1 to 1	RBB	WP_000651051.1	0	N/A		1 to 1	RBB	WP_003111808.1	0	N/A		0	N/A		1 to 1	RBB	YP_886968.1	1 to 1	RBB	WP_002289277.1	1 to 1	SSD	WP_004151748.1	1 to 1	RBB	YP_001574264	0	N/A		1 to 1	RBB	YP_498905.1	1 to 1	Borderline-SSD	YP_003610817
16131871	b4045	NP_418469.1	"conserved protein, UPF0337 family"	0	N/A		1 to 1	SSD	YP_005240532	0	N/A		0	N/A		1 to 1	SSD	NP_463105.1	1 to 1	SSD	NP_253426.1	0	N/A		1 to 1	RBB	YP_002389516	0	N/A		0	N/A		1 to 1	RBB	WP_003095174.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004151747.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003610818
90111679	b4046	NP_418470.4	"DNA-binding transcriptional repressor, Zn(II)-binding"	0	N/A		1 to 1	SSD	YP_005240533	0	N/A		0	N/A		1 to 1	SSD	NP_463106.1	1 to 1	SSD	NP_254186.1	1 to 1	RBB	YP_001083230	1 to 1	RBB	YP_002389517	0	N/A		0	N/A		1 to 1	RBB	WP_003096992.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_002884931.1	0	N/A		1 to 1	RBB	WP_000093118.1	0	N/A		1 to 1	SSD	YP_003610819
16131873	b4047	NP_418471.1	predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002389518	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
16131874	b4048	NP_418472.1	predicted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_002389519	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
145698340	b4049	NP_418473.2	tRNA-dihydrouridine synthase A	0	N/A		1 to 1	SSD	YP_005240535	0	N/A		0	N/A		1 to 1	SSD	NP_463108.1	1 to 1	SSD	NP_251485.1	1 to 1	SSD	YP_001083617	1 to 1	RBB	YP_002389520	0	N/A		0	N/A		1 to 1	RBB	WP_003138780.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_000154492.1	0	N/A		1 to 1	SSD	YP_003610822
90111680	b4050	NP_418474.4	phage shock protein G	0	N/A		1 to 1	SSD	YP_005240537	0	N/A		0	N/A		1 to 1	SSD	NP_463109.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389521	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004894969.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003610823
16131877	b4051	NP_418475.1	"quinone oxidoreductase, NADPH-dependent"	1 to 1	RBB	WP_003407462.1	1 to 1	Borderline-SSD	YP_005240538	1 to 1	RBB	WP_014380454.1	1 to 1	RBB	YP_001704350	1 to 1	Borderline-SSD	NP_463110.1	1 to 1	RBB	NP_248713.1	1 to 1	RBB	YP_001085780	1 to 1	RBB	YP_002389522	1 to 1	SSD	WP_000781951.1	1 to 1	RBB	WP_020724977.1	1 to 1	RBB	WP_003097303.1	1 to 1	RBB	WP_011725396.1	1 to 1	SSD	WP_003876072.1	1 to 1	RBB	YP_888426.1	1 to 1	Borderline-SSD	WP_002287048.1	1 to 1	SSD	WP_002884941.1	1 to 1	SSD	YP_001576052	1 to 1	RBB	WP_001053074.1	1 to 1	RBB	YP_500913.1	1 to 1	SSD	YP_003610824
16131878	b4052	NP_418476.1	replicative DNA helicase	1 to 1	RBB	WP_003916208.1	1 to 1	Non-SSD	YP_005240539	1 to 1	RBB	WP_009952120.1	1 to 1	Borderline-SSD	YP_001705617	1 to 1	Non-SSD	NP_463111.1	1 to 1	SSD	NP_253618.1	1 to 1	SSD	YP_001085204	1 to 1	RBB	YP_002389523	1 to 1	RBB	WP_000375647.1	1 to 1	RBB	WP_012392079.1	1 to 1	SSD	WP_003095622.1	1 to 1	RBB	WP_011723327.1	1 to 1	RBB	WP_010948717.1	1 to 1	RBB	YP_891092.1	1 to 1	SSD	WP_002288373.1	1 to 1	SSD	WP_002884942.1	1 to 1	RBB	YP_001573941	1 to 1	SSD	WP_000075891.1	1 to 1	SSD	YP_498624.1	1 to 1	SSD	YP_003610825
16131879	b4053	NP_418477.1	"alanine racemase 1, PLP-binding, biosynthetic"	1 to 2	RBB	WP_023637501.1	1 to 1	SSD	YP_005240540	1 to 2	RBB	WP_009957469.1	1 to 2	SSD	YP_001704467	1 to 1	SSD	NP_463112.1	1 to 1	SSD	NP_253617.1	0	N/A		1 to 1	RBB	YP_002389524	1 to 2	RBB	WP_001281154.1	1 to 2	RBB	WP_012393006.1	1 to 1	RBB	WP_003141709.1	2 to 1	RBB	WP_033718388.1	2 to 1	RBB	WP_010950283.1	2 to 1	RBB	YP_885954.1	1 to 2	RBB	WP_002296555.1	1 to 1	SSD	WP_012737157.1	1 to 2	RBB	YP_001575941	1 to 1	RBB	WP_001248173.1	1 to 2	RBB	YP_500784.1	1 to 1	SSD	YP_003610826
16131880	b4054	NP_418478.1	"tyrosine aminotransferase, tyrosine-repressible, PLP-dependent"	0	N/A		1 to 1	SSD	YP_005240541	0	N/A		0	N/A		1 to 1	SSD	NP_463113.1	1 to 1	RBB	NP_251829.1	1 to 1	SSD	YP_001083168	1 to 1	RBB	YP_002389525	1 to 2	RBB	WP_001068542.1	0	N/A		1 to 1	RBB	WP_003110849.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014908106.1	1 to 2	RBB	YP_001575821	1 to 1	SSD	WP_000486246.1	1 to 2	RBB	YP_500648.1	1 to 1	SSD	YP_003610827
16131881	b4055	NP_418479.1	"acid phosphatase/phosphotransferase, class B, non-specific"	0	N/A		1 to 1	SSD	YP_005240542	0	N/A		0	N/A		1 to 1	SSD	NP_463114.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389527	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004151745.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_003610828
16131882	b4056	NP_418480.1	thiamin phosphate synthase	0	N/A		1 to 1	SSD	YP_005240543	0	N/A		0	N/A		1 to 1	SSD	NP_463115.1	1 to 1	SSD	NP_253973.1	0	N/A		1 to 1	RBB	YP_002389528	0	N/A		0	N/A		1 to 1	RBB	WP_003096441.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Borderline-SSD	WP_002884951.1	0	N/A		0	N/A		0	N/A		1 to 1	Borderline-SSD	YP_003610829
16131883	b4057	NP_418481.1	conserved protein	0	N/A		1 to 1	SSD	YP_005240544	0	N/A		0	N/A		1 to 1	SSD	NP_463116.1	1 to 1	RBB	NP_250685.1	0	N/A		1 to 1	RBB	YP_002389529	0	N/A		0	N/A		1 to 1	RBB	WP_003111913.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_006638500	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003610830
16131884	b4058	NP_418482.1	ATPase and DNA damage recognition protein of nucleotide excision repair excinuclease UvrABC	1 to 1	RBB	WP_003408092.1	1 to 1	SSD	YP_005240547	1 to 1	SSD	WP_014380341.1	1 to 1	SSD	YP_001703050	1 to 1	SSD	NP_463119.1	1 to 1	SSD	NP_252924.1	1 to 1	SSD	YP_001086286	1 to 1	RBB	YP_002389530	1 to 1	SSD	WP_000662676.1	1 to 1	RBB	WP_012394186.1	1 to 1	SSD	WP_003093663.1	1 to 1	SSD	WP_011725278.1	1 to 1	SSD	WP_003876254.1	1 to 1	SSD	YP_888102.1	1 to 1	SSD	WP_002296519.1	1 to 1	SSD	WP_004146620.1	1 to 1	SSD	YP_001574687	1 to 1	SSD	WP_000083355.1	1 to 1	SSD	YP_499337.1	1 to 1	SSD	YP_003610831
16131885	b4059	NP_418483.1	single-stranded DNA-binding protein	1 to 1	RBB	WP_003400534.1	1 to 1	Non-SSD	YP_005240549	1 to 1	RBB	WP_008262692.1	1 to 1	RBB	YP_001705620	1 to 1	Non-SSD	NP_463121.1	1 to 1	SSD	NP_252922.1	1 to 1	RBB	YP_001086278	1 to 1	RBB	YP_002389531	3 to 1	RBB	WP_000934799.1;WP_000932694.1;WP_000934759.1	1 to 1	RBB	WP_012392077.1	1 to 1	RBB	WP_003114685.1	0	N/A		1 to 1	RBB	WP_003874731.1	1 to 1	RBB	YP_891096.1	1 to 1	Non-SSD	WP_002288368.1	1 to 1	SSD	WP_004151744.1	2 to 1	RBB	YP_001575867;YP_001574297	2 to 1	RBB	WP_001215080.1;WP_002014678.1	2 to 1	Non-SSD	YP_500813.1;YP_498938.1	1 to 1	SSD	YP_003610832
90111681	b4060	NP_418484.4	conserved protein	0	N/A		1 to 1	SSD	YP_005240558	0	N/A		0	N/A		1 to 1	SSD	NP_463128.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389532	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_004177826.1	0	N/A		0	N/A		0	N/A		1 to 1	SSD	YP_003610833
16131887	b4061	NP_418485.1	predicted cyclic-di-GMP phosphodiesterase	0	N/A		1 to 1	SSD	YP_005240561	0	N/A		0	N/A		1 to 1	SSD	NP_463129.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389533	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_004177824.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_003610834
