Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog count (reference : comparison)	Mycobacterium avium subsp. paratuberculosis K-10 - ortholuge status	Mycobacterium avium subsp. paratuberculosis K-10 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus N315 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus N315 - ortholuge status	Staphylococcus aureus subsp. aureus N315 - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Mycobacterium abscessus ATCC 19977 - ortholog count (reference : comparison)	Mycobacterium abscessus ATCC 19977 - ortholuge status	Mycobacterium abscessus ATCC 19977 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Mycobacterium intracellulare ATCC 13950 - ortholog count (reference : comparison)	Mycobacterium intracellulare ATCC 13950 - ortholuge status	Mycobacterium intracellulare ATCC 13950 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Mycobacterium marinum M - ortholog count (reference : comparison)	Mycobacterium marinum M - ortholuge status	Mycobacterium marinum M - ortholog NCBI RefSeq accession	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog count (reference : comparison)	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholuge status	Mycobacterium smegmatis str. MC2 155 NC_008596 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession	Mycobacterium avium 104 - ortholog count (reference : comparison)	Mycobacterium avium 104 - ortholuge status	Mycobacterium avium 104 - ortholog NCBI RefSeq accession	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog count (reference : comparison)	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholuge status	Klebsiella pneumoniae subsp. pneumoniae 1084 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholuge status	Staphylococcus aureus subsp. aureus USA300_TCH1516 - ortholog NCBI RefSeq accession	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog count (reference : comparison)	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholuge status	Staphylococcus aureus subsp. aureus NCTC 8325 - ortholog NCBI RefSeq accession	Acinetobacter baumannii AYE - ortholog count (reference : comparison)	Acinetobacter baumannii AYE - ortholuge status	Acinetobacter baumannii AYE - ortholog NCBI RefSeq accession	Enterococcus faecium Aus0004 - ortholog count (reference : comparison)	Enterococcus faecium Aus0004 - ortholuge status	Enterococcus faecium Aus0004 - ortholog NCBI RefSeq accession
397673609	RVBD_1746	WP_003899000.1	serine/threonine-protein kinase pknF	0	N/A		1 to 1	Non-SSD	WP_003877752.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_014380346.1	0	N/A		1 to 1	SSD	WP_012394329.1	1 to 1	RBB	YP_887980.1	0	N/A		1 to 1	Non-SSD	WP_011725287.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673610	RVBD_1747	WP_003408545.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_010949218.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001704426	0	N/A		0	N/A		1 to 1	SSD	WP_014380244.1	0	N/A		1 to 1	SSD	WP_012394335.1	1 to 1	SSD	YP_886019.1	0	N/A		1 to 1	SSD	WP_011725196.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673611	RVBD_1748	WP_003899001.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003876628.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014380143.1	0	N/A		1 to 1	SSD	WP_012394346.1	0	N/A		0	N/A		1 to 1	SSD	WP_011725035.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673612	RVBD_1749c	WP_003911630.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012393873.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673613	RVBD_1750c	WP_003408558.1	fatty-acid-CoA ligase FadD1	0	N/A		1 to 1	SSD	WP_010950295.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001703344	0	N/A		0	N/A		1 to 1	SSD	WP_009953160.1	0	N/A		1 to 1	SSD	WP_012394347.1	1 to 1	RBB	YP_889204.1	0	N/A		1 to 1	SSD	WP_011726563.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673614	RVBD_1751	WP_003408560.1	oxidoreductase	1 to 1	RBB	YP_005236389	1 to 1	Borderline-SSD	WP_003879520.1	0	N/A		1 to 1	RBB	NP_415195.1	1 to 1	RBB	NP_253908.1	1 to 1	Borderline-SSD	YP_001705478	1 to 1	RBB	WP_003110667.1	1 to 1	RBB	NP_459663.1	1 to 1	SSD	WP_014380235.1	0	N/A		1 to 1	RBB	WP_041325271.1	1 to 1	RBB	YP_889214.1	1 to 1	RBB	YP_002386117	1 to 1	Borderline-SSD	WP_011726031.1	1 to 1	RBB	WP_012737652.1	0	N/A		0	N/A		0	N/A		0	N/A	
397673615	RVBD_1752	WP_003408562.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	Non-SSD	WP_014380234.1	0	N/A		1 to 1	Non-SSD	WP_012394350.1	1 to 1	Non-SSD	YP_888915.1	0	N/A		1 to 1	Non-SSD	WP_024636909.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673616	RVBD_1753c	WP_010886126.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673617	RVBD_1754c	WP_003906670.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_033706762.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001704184	0	N/A		0	N/A		1 to 1	SSD	WP_014379257.1	0	N/A		1 to 1	SSD	WP_011741005.1	1 to 1	RBB	YP_886464.1	0	N/A		1 to 1	SSD	WP_033706762.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673618	RVBD_1755c	WP_003901245.1	phospholipase C 4	0	N/A		0	N/A		0	N/A		0	N/A		4 to 2	RBB	NP_249535.1;NP_252009.1	4 to 1	RBB	YP_001701308	4 to 2	RBB	WP_003138281.1;WP_003140852.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		4 to 2	RBB	WP_000633004.1;WP_001081748.1	0	N/A	
397673619	RVBD_1756c	WP_003899492.1	transposase	16 to 2	RBB	YP_005235998;YP_005238852	16 to 1	RBB	WP_003878328.1	0	N/A		16 to 6	RBB	NP_414833.1;NP_414906.1;NP_415073.1;NP_415545.1;NP_416593.1;NP_418015.1	16 to 2	RBB	NP_249669.1;NP_250628.1	16 to 1	RBB	YP_001702821	16 to 2	RBB	WP_003137178.1;WP_023443521.1	16 to 2	RBB	NP_459321.1;NP_461696.1	16 to 4	RBB	WP_044059195.1;WP_014379443.1;WP_014380743.1	16 to 1	RBB	YP_001083709	16 to 4	RBB	WP_041324458.1	16 to 2	RBB	YP_885131.1;YP_886095.1	16 to 1	RBB	YP_002387468	16 to 16	RBB	WP_011724151.1;WP_024637908.1;WP_011724296.1;YP_881108.1;WP_011725351.1;WP_011726400.1	4 to 16	RBB	WP_004146689.1	16 to 2	RBB	YP_001573978;YP_001573988	0	N/A		0	N/A		16 to 8	RBB	WP_002301552.1;WP_002286866.1;WP_002286477.1;WP_014748695.1;WP_001809298.1
397673620	RVBD_1757c	WP_003899493.1	transposase	0	N/A		16 to 1	RBB	WP_003878327.1	0	N/A		0	N/A		0	N/A		16 to 1	RBB	YP_001702822	0	N/A		0	N/A		16 to 4	RBB	WP_014378897.1	16 to 1	RBB	YP_001083708	16 to 4	RBB	WP_012393270.1	16 to 3	RBB	YP_885130.1;YP_886094.1;YP_887011.1	0	N/A		16 to 17	RBB	WP_023862399.1;WP_011724152.1;WP_003889340.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673621	RVBD_1758	WP_003917521.1	esterase/lipase	0	N/A		1 to 3	RBB	WP_003876449.1;WP_040963256.1;WP_016705838.1	0	N/A		0	N/A		0	N/A		2 to 1	RBB	YP_001704002	0	N/A		0	N/A		1 to 3	RBB	WP_043955703.1;WP_014380108.1;WP_036429697.1	0	N/A		1 to 1	RBB	WP_012394165.1	1 to 1	RBB	YP_885576.1	0	N/A		1 to 1	RBB	WP_011725160.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673622	RVBD_1759c	WP_010886128.1	WAG22 antigen	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673623	RVBD_1760	WP_003911649.1	"acyltransferase, WS/DGAT/MGAT"	0	N/A		1 to 1	RBB	WP_003876399.1	0	N/A		0	N/A		0	N/A		1 to 1	Borderline-SSD	YP_001702654	0	N/A		0	N/A		1 to 1	RBB	WP_014380246.1	0	N/A		1 to 1	RBB	WP_012394356.1	1 to 1	Borderline-SSD	YP_888574.1	0	N/A		1 to 1	RBB	WP_033722708.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673624	RVBD_1761c	WP_003899008.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012394358.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673626	RVBD_1762Ac	YP_006515161	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673625	RVBD_1762c	WP_003899009.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012394357.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673627	RVBD_1763	WP_003899493.1	transposase	0	N/A		16 to 1	RBB	WP_003878327.1	0	N/A		0	N/A		0	N/A		16 to 1	RBB	YP_001702822	0	N/A		0	N/A		16 to 4	RBB	WP_014378897.1	16 to 1	RBB	YP_001083708	16 to 4	RBB	WP_012393270.1	16 to 3	RBB	YP_885130.1;YP_886094.1;YP_887011.1	0	N/A		16 to 17	RBB	WP_023862399.1;WP_011724152.1;WP_003889340.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673628	RVBD_1764	WP_003899492.1	transposase	16 to 2	RBB	YP_005235998;YP_005238852	16 to 1	RBB	WP_003878328.1	0	N/A		16 to 6	RBB	NP_414833.1;NP_414906.1;NP_415073.1;NP_415545.1;NP_416593.1;NP_418015.1	16 to 2	RBB	NP_249669.1;NP_250628.1	16 to 1	RBB	YP_001702821	16 to 2	RBB	WP_003137178.1;WP_023443521.1	16 to 2	RBB	NP_459321.1;NP_461696.1	16 to 4	RBB	WP_044059195.1;WP_014379443.1;WP_014380743.1	16 to 1	RBB	YP_001083709	16 to 4	RBB	WP_041324458.1	16 to 2	RBB	YP_885131.1;YP_886095.1	16 to 1	RBB	YP_002387468	16 to 16	RBB	WP_011724151.1;WP_024637908.1;WP_011724296.1;YP_881108.1;WP_011725351.1;WP_011726400.1	4 to 16	RBB	WP_004146689.1	16 to 2	RBB	YP_001573978;YP_001573988	0	N/A		0	N/A		16 to 8	RBB	WP_002301552.1;WP_002286866.1;WP_002286477.1;WP_014748695.1;WP_001809298.1
397673630	RVBD_1765A	WP_003408734.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673629	RVBD_1765c	WP_010886130.1	hypothetical protein	0	N/A		2 to 2	RBB	WP_010948701.1;WP_003878731.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	YP_887709.1	0	N/A		2 to 1	RBB	WP_031347646.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673631	RVBD_1766	WP_003899012.1	hypothetical protein	0	N/A		1 to 1	Non-SSD	WP_003874235.1	1 to 2	RBB	WP_000220507.1;WP_001105088.1	0	N/A		0	N/A		1 to 1	RBB	YP_001705469	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_011740966.1	1 to 1	SimNSSD	YP_889629.1	0	N/A		1 to 1	Non-SSD	WP_003874235.1	0	N/A		1 to 1	RBB	YP_001574009	1 to 1	RBB	YP_498640.1	0	N/A		1 to 1	RBB	WP_002294653.1
397673632	RVBD_1767	WP_003408743.1	alkylhydroperoxidase AhpD family core domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_249256.1	0	N/A		1 to 1	RBB	WP_003084980.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_011740968.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673633	RVBD_1768	WP_003905649.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 2	RBB	WP_012394663.1;WP_012394664.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673634	RVBD_1769	WP_003904700.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_254013.1	1 to 1	Borderline-SSD	YP_001700860	1 to 1	RBB	WP_016254360.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012394366.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673635	RVBD_1770	WP_003911655.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012394367.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673636	RVBD_1771	WP_014848107.1	FAD-linked oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_254014.1	1 to 1	Borderline-SSD	YP_001700859	1 to 1	RBB	WP_003096579.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_020725220.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673637	RVBD_1772	WP_003899015.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_003876458.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_008257079.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003876458.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673638	RVBD_1773c	WP_003408754.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673639	RVBD_1774	WP_003899017.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673640	RVBD_1775	WP_003408760.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001705210	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_886823.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673641	RVBD_1776c	WP_003899018.1	transcriptional regulator	0	N/A		1 to 1	Non-SSD	NP_958942.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001702675	0	N/A		0	N/A		1 to 1	Non-SSD	WP_008262523.1	0	N/A		1 to 1	SSD	WP_012394371.1	1 to 1	SSD	YP_885085.1	0	N/A		1 to 1	Non-SSD	YP_879311.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673642	RVBD_1777	WP_003911660.1	hypothetical protein	1 to 1	RBB	YP_005240350	1 to 1	Borderline-SSD	WP_003876783.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001702676	0	N/A		1 to 1	RBB	NP_462954.1	1 to 1	Borderline-SSD	WP_020415567.1	0	N/A		1 to 1	SSD	WP_012394372.1	1 to 1	SSD	YP_885084.1	0	N/A		1 to 1	Borderline-SSD	WP_011723280.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673643	RVBD_1778c	WP_003408775.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012394376.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673644	RVBD_1779c	WP_003408781.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_010949237.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_014380206.1	0	N/A		1 to 1	SSD	WP_012394377.1	0	N/A		0	N/A		1 to 1	SSD	WP_031348002.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673645	RVBD_1780	WP_003408792.1	hypothetical protein	0	N/A		1 to 1	SSD	WP_003876460.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001703119	0	N/A		0	N/A		1 to 1	SSD	WP_009954143.1	0	N/A		1 to 1	SSD	WP_012394378.1	1 to 1	RBB	YP_887986.1	0	N/A		1 to 1	SSD	WP_003876460.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673646	RVBD_1781c	WP_003408795.1	4-alpha-glucanotransferase	1 to 1	RBB	YP_005239717	1 to 1	SSD	WP_003877882.1	0	N/A		1 to 1	RBB	NP_417875.1	1 to 1	RBB	NP_250853.1	0	N/A		1 to 1	RBB	WP_003139558.1	1 to 1	SSD	NP_462416.1	1 to 1	SSD	WP_009954150.1	0	N/A		1 to 1	SSD	WP_012394380.1	1 to 1	SSD	YP_887976.1	1 to 1	RBB	YP_002388878	1 to 1	SSD	WP_033711839.1	1 to 1	SSD	WP_002920543.1	0	N/A		0	N/A		0	N/A		0	N/A	
397673647	RVBD_1782	WP_003899021.1	ESX-5 secretion system protein eccB5	0	N/A		1 to 1	RBB	WP_003877883.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_009954151.1	0	N/A		1 to 1	RBB	WP_012394381.1	0	N/A		0	N/A		1 to 1	RBB	WP_003876467.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673648	RVBD_1784	YP_006515183	ESX-5 secretion system protein eccCa5	0	N/A		1 to 1	RBB	WP_003877884.1	5 to 1	RBB	WP_000549287.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_009954152.1	0	N/A		1 to 1	RBB	WP_012394382.1	0	N/A		0	N/A		1 to 1	RBB	WP_003877884.1	0	N/A		5 to 1	RBB	YP_001574212	5 to 1	RBB	YP_498856.1	0	N/A		0	N/A	
397673649	RVBD_1785c	WP_003408802.1	cytochrome P450 143 cyp143	0	N/A		1 to 1	RBB	NP_960437.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_014380203.1	0	N/A		1 to 1	RBB	WP_012394383.1	0	N/A		0	N/A		1 to 1	RBB	WP_003876469.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673650	RVBD_1786	WP_003408803.1	oxidoreductase	0	N/A		1 to 1	RBB	WP_003876470.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_009953795.1	0	N/A		1 to 1	RBB	WP_011740946.1	0	N/A		0	N/A		1 to 2	RBB	WP_011724409.1;WP_009953795.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_002294401.1
397673651	RVBD_1787	WP_003901254.1	PPE family protein	0	N/A		3 to 1	RBB	WP_010949243.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_014380201.1	0	N/A		2 to 1	RBB	WP_012393700.1	0	N/A		0	N/A		3 to 1	RBB	WP_011725139.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673652	RVBD_1788	WP_003408976.1	PE family protein	0	N/A		2 to 1	RBB	WP_010949245.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_008257045.1	0	N/A		1 to 1	RBB	WP_012394386.1	0	N/A		0	N/A		1 to 1	RBB	WP_011725130.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673653	RVBD_1789	WP_003408979.1	PPE family protein	0	N/A		1 to 1	RBB	WP_019305904.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_014380196.1	0	N/A		1 to 1	RBB	WP_012393699.1	0	N/A		0	N/A		1 to 2	RBB	WP_033720638.1;WP_011725138.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673654	RVBD_1790	WP_003408805.1	hypothetical protein	0	N/A		3 to 1	RBB	WP_010949243.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_014380201.1	0	N/A		2 to 1	RBB	WP_012393700.1	0	N/A		0	N/A		3 to 1	RBB	WP_011725139.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673655	RVBD_1791	WP_003408807.1	PE family protein	0	N/A		2 to 1	RBB	WP_010949245.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_008257045.1	0	N/A		1 to 1	RBB	WP_012394388.1	0	N/A		0	N/A		1 to 1	RBB	WP_023863885.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673656	RVBD_1792	YP_006515191	ESAT-6-like protein esxK	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673657	RVBD_1792A	WP_003905653.1	ESAT-6-like protein esxM	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673658	RVBD_1793	WP_003408840.1	ESAT-6-like protein esxN	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 2	RBB	WP_008254256.1	0	N/A		1 to 4	RBB	WP_011740938.1	0	N/A		0	N/A		2 to 2	RBB	WP_003874405.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673659	RVBD_1794	WP_003408846.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_003877890.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_008257042.1	0	N/A		1 to 1	RBB	WP_012394390.1	0	N/A		0	N/A		1 to 1	RBB	WP_003877890.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673660	RVBD_1795	WP_003900411.1	ESX-5 secretion system protein eccD5	0	N/A		1 to 1	RBB	WP_010949246.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_008257040.1	0	N/A		1 to 1	RBB	WP_012394391.1	0	N/A		0	N/A		1 to 1	RBB	WP_011725134.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673661	RVBD_1796	WP_003408854.1	type VII secretion-associated serine protease mycosin	0	N/A		1 to 1	RBB	WP_003877892.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_008257037.1	0	N/A		1 to 1	RBB	WP_012394392.1	0	N/A		0	N/A		1 to 1	RBB	WP_011725133.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673662	RVBD_1797	WP_003408859.1	ESX-5 secretion system protein EccE5	0	N/A		1 to 1	RBB	WP_003877893.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	YP_001704488	0	N/A		0	N/A		1 to 1	RBB	WP_014380194.1	0	N/A		1 to 1	RBB	WP_012394393.1	0	N/A		0	N/A		1 to 1	RBB	WP_011725132.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673663	RVBD_1798	WP_003408868.1	ESX-5 secretion system protein EccA5	0	N/A		1 to 1	RBB	WP_003877894.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_008257033.1	0	N/A		1 to 1	RBB	WP_012394394.1	0	N/A		0	N/A		1 to 1	RBB	WP_024637409.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673664	RVBD_1799	WP_003899024.1	lipoprotein LppT	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
