Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Propionibacterium propionicum F0230a - ortholog count (reference : comparison)	Propionibacterium propionicum F0230a - ortholuge status	Propionibacterium propionicum F0230a - ortholog NCBI RefSeq accession	Pseudomonas stutzeri DSM 10701 - ortholog count (reference : comparison)	Pseudomonas stutzeri DSM 10701 - ortholuge status	Pseudomonas stutzeri DSM 10701 - ortholog NCBI RefSeq accession	Pseudomonas putida KT2440 - ortholog count (reference : comparison)	Pseudomonas putida KT2440 - ortholuge status	Pseudomonas putida KT2440 - ortholog NCBI RefSeq accession	Pseudomonas putida S16 - ortholog count (reference : comparison)	Pseudomonas putida S16 - ortholuge status	Pseudomonas putida S16 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PA7 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PA7 - ortholuge status	Pseudomonas aeruginosa PA7 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa DK2 - ortholog count (reference : comparison)	Pseudomonas aeruginosa DK2 - ortholuge status	Pseudomonas aeruginosa DK2 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Pseudomonas mendocina ymp - ortholog count (reference : comparison)	Pseudomonas mendocina ymp - ortholuge status	Pseudomonas mendocina ymp - ortholog NCBI RefSeq accession	Neisseria meningitidis MC58 - ortholog count (reference : comparison)	Neisseria meningitidis MC58 - ortholuge status	Neisseria meningitidis MC58 - ortholog NCBI RefSeq accession	Neisseria gonorrhoeae FA 1090 - ortholog count (reference : comparison)	Neisseria gonorrhoeae FA 1090 - ortholuge status	Neisseria gonorrhoeae FA 1090 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa NCGM2.S1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa NCGM2.S1 - ortholuge status	Pseudomonas aeruginosa NCGM2.S1 - ortholog NCBI RefSeq accession	Corynebacterium kroppenstedtii DSM 44385 - ortholog count (reference : comparison)	Corynebacterium kroppenstedtii DSM 44385 - ortholuge status	Corynebacterium kroppenstedtii DSM 44385 - ortholog NCBI RefSeq accession
397673699	RVBD_1834	WP_003409255.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_746733.1	1 to 1	RBB	WP_024087731.1	1 to 1	RBB	WP_012074834.1	1 to 1	RBB	WP_003102328.1	1 to 1	RBB	WP_003138203.1	1 to 1	RBB	WP_012019375.1	0	N/A		0	N/A		1 to 1	RBB	WP_003091877.1	0	N/A	
397673700	RVBD_1835c	WP_003409258.1	hydrolase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673701	RVBD_1836c	WP_003901265.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673702	RVBD_1837c	WP_003409271.1	malate synthase G	0	N/A		2 to 1	RBB	WP_014851285.1;WP_014854334.1	1 to 1	RBB	NP_742523.1	1 to 1	RBB	WP_015268691.1	1 to 1	RBB	WP_012074057.1	1 to 1	RBB	WP_003105217.1	1 to 1	RBB	WP_003105217.1	1 to 2	RBB	WP_011920506.1;WP_012019932.1	0	N/A		0	N/A		1 to 1	RBB	WP_003084784.1	1 to 1	RBB	WP_041629638.1
397673703	RVBD_1838c	WP_003409273.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673704	RVBD_1839c	WP_003409276.1	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673705	RVBD_1840c	WP_003904712.1	PE-PGRS family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673706	RVBD_1841c	WP_003900419.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_014854347.1	2 to 1	RBB	NP_747423.1	2 to 1	RBB	WP_013974815.1	2 to 1	RBB	WP_012077961.1	2 to 1	RBB	WP_003096655.1	2 to 1	RBB	WP_003096655.1	2 to 1	RBB	WP_012020160.1	0	N/A		0	N/A		2 to 1	RBB	WP_003096655.1	1 to 1	SSD	WP_041629275.1
397673707	RVBD_1842c	WP_003899046.1	hypothetical protein	1 to 1	Non-SSD	WP_014846186.1	0	N/A		2 to 1	RBB	NP_747423.1	2 to 1	RBB	WP_013974815.1	2 to 1	SSD	WP_012077961.1	2 to 1	SSD	WP_003096655.1	2 to 1	RBB	WP_003096655.1	2 to 1	RBB	WP_012020160.1	0	N/A		0	N/A		2 to 1	RBB	WP_003096655.1	1 to 1	SSD	WP_012731517.1
397673708	RVBD_1843c	WP_003900420.1	IMP dehydrogenase	1 to 1	RBB	WP_014847076.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	SSD	WP_012730876.1
397673709	RVBD_1844c	WP_003911671.1	6-phosphogluconate dehydrogenase	1 to 1	Borderline-SSD	WP_014846880.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_273081.1	1 to 1	RBB	YP_208939.1	0	N/A		1 to 1	SSD	WP_012731518.1
397673710	RVBD_1845c	WP_003409298.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673711	RVBD_1846c	WP_003409301.1	transcriptional regulator BlaI	1 to 1	RBB	WP_041697002.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_025297936.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673712	RVBD_1847	WP_003899048.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_014853191.1	1 to 1	RBB	NP_742412.1	0	N/A		0	N/A		1 to 1	RBB	WP_003087490.1	1 to 1	RBB	WP_003087490.1	1 to 1	RBB	WP_004373229.1	0	N/A		0	N/A		1 to 1	RBB	WP_003087490.1	1 to 1	RBB	WP_012731519.1
397673713	RVBD_1848	WP_003409305.1	urease subunit gamma	0	N/A		1 to 1	RBB	WP_014853363.1	1 to 1	RBB	NP_744987.1	1 to 1	RBB	WP_003256923.1	1 to 1	RBB	WP_003095443.1	1 to 1	RBB	WP_003099389.1	1 to 1	RBB	WP_003095443.1	1 to 1	RBB	WP_003246897.1	0	N/A		0	N/A		1 to 1	RBB	WP_003095443.1	1 to 1	RBB	WP_012731451.1
397673714	RVBD_1849	WP_003409308.1	urease subunit beta	0	N/A		1 to 1	RBB	WP_014853362.1	1 to 1	RBB	NP_744988.1	1 to 1	RBB	WP_015270155.1	1 to 1	RBB	WP_003157481.1	1 to 1	RBB	WP_003095450.1	1 to 1	RBB	WP_003095450.1	1 to 1	RBB	WP_011920876.1	0	N/A		0	N/A		1 to 1	RBB	WP_003095450.1	0	N/A	
397673715	RVBD_1850	WP_003899049.1	urease subunit alpha	0	N/A		1 to 1	RBB	WP_014853361.1	1 to 1	RBB	NP_744989.1	1 to 1	RBB	WP_013972449.1	1 to 1	RBB	WP_012077572.1	1 to 1	RBB	WP_003099392.1	1 to 1	RBB	WP_004365443.1	1 to 1	RBB	WP_011920875.1	0	N/A		0	N/A		1 to 1	RBB	WP_003095453.1	1 to 1	RBB	WP_041629254.1
397673716	RVBD_1851	WP_003899050.1	urease accessory protein UreF	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673717	RVBD_1852	WP_003409313.1	urease accessory protein UreG	0	N/A		1 to 1	RBB	WP_014853358.1	1 to 1	RBB	NP_744993.1	1 to 1	RBB	WP_010953755.1	1 to 1	RBB	WP_003157212.1	1 to 1	RBB	WP_003095530.1	1 to 1	RBB	WP_003095530.1	1 to 1	RBB	WP_003246865.1	0	N/A		0	N/A		1 to 1	RBB	WP_003095530.1	1 to 1	RBB	YP_002906103
397673718	RVBD_1853	WP_003900422.1	urease accessory protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673719	RVBD_1854c	WP_003409317.1	NADH dehydrogenase	1 to 2	SSD	WP_041697899.1	1 to 2	RBB	WP_014851571.1	2 to 1	RBB	NP_742787.1	2 to 1	RBB	WP_003260618.1	2 to 1	RBB	WP_012077300.1	2 to 1	RBB	WP_003112837.1	2 to 1	RBB	WP_003112837.1	2 to 1	RBB	WP_011920931.1	0	N/A		0	N/A		2 to 1	RBB	WP_003094674.1	2 to 1	SSD	WP_012731520.1
397673720	RVBD_1855c	WP_003409319.1	oxidoreductase	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_013970431.1	0	N/A		5 to 3	RBB	WP_003093107.1;WP_019372469.1;WP_003118515.1	5 to 3	RBB	WP_003137716.1;WP_003160432.1;WP_003139615.1	0	N/A		0	N/A		0	N/A		5 to 3	RBB	WP_014603793.1;WP_003090382.1;WP_003093107.1	0	N/A	
397673721	RVBD_1856c	WP_003409323.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673722	RVBD_1857	WP_003409326.1	molybdate-binding protein	1 to 1	RBB	WP_014845905.1	1 to 1	RBB	WP_014852218.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673723	RVBD_1858	WP_003409329.1	molybdenum transporter permease modB	1 to 1	RBB	WP_041696228.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673724	RVBD_1859	WP_003899051.1	molybdenum import ATP-binding protein ModC	1 to 1	RBB	WP_041697191.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673725	RVBD_1860	WP_003911690.1	alanine and proline-rich secreted protein apa	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673726	RVBD_1861	WP_003409339.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_041629053.1
397673727	RVBD_1862	WP_003409345.1	zinc-binding alcohol dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	NP_273591.2	1 to 1	RBB	YP_208496.2	0	N/A		0	N/A	
397673728	RVBD_1863c	WP_003899053.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673729	RVBD_1864c	WP_003409351.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_043942730.1	0	N/A		0	N/A		1 to 2	RBB	WP_003157877.1;WP_012074090.1	1 to 2	RBB	WP_003084895.1;WP_003117249.1	1 to 1	RBB	WP_003084895.1	0	N/A		0	N/A		0	N/A		1 to 2	RBB	WP_003089216.1;WP_003084895.1	0	N/A	
397673730	RVBD_1865c	WP_003409355.1	oxidoreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673731	RVBD_1866	WP_003900424.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673732	RVBD_1867	WP_003409362.1	acetyl-CoA C-acetyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673733	RVBD_1868	WP_003409374.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673734	RVBD_1869c	WP_003899055.1	oxidoreductase	0	N/A		0	N/A		2 to 1	RBB	NP_745319.1	2 to 1	RBB	WP_013972665.1	0	N/A		0	N/A		0	N/A		2 to 1	RBB	WP_011920680.1	0	N/A		0	N/A		0	N/A		0	N/A	
397673735	RVBD_1870c	WP_014584785.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673736	RVBD_1871c	WP_003901275.1	deazaflavin-dependent nitroreductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673737	RVBD_1872c	WP_003899057.1	L-lactate dehydrogenase (cytochrome)	1 to 1	RBB	WP_014846621.1	1 to 1	RBB	WP_014853520.1	1 to 1	RBB	NP_746844.1	1 to 1	RBB	WP_013974303.1	1 to 2	RBB	WP_012077502.1;WP_012075679.1	1 to 2	RBB	WP_003104946.1;WP_003100494.1	1 to 2	RBB	WP_003104946.1;WP_004365390.1	1 to 1	RBB	WP_003240516.1	1 to 1	RBB	NP_274393.1	1 to 1	RBB	YP_207778.1	1 to 2	RBB	WP_003095228.1;WP_003089528.1	1 to 1	Non-SSD	WP_012730700.1
397673738	RVBD_1873	WP_003409385.1	hypothetical protein	0	N/A		1 to 1	RBB	WP_014853592.1	0	N/A		1 to 1	RBB	WP_003256418.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012018587.1	0	N/A		0	N/A		0	N/A		0	N/A	
397673739	RVBD_1874	WP_003899058.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673740	RVBD_1875	WP_003899059.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673741	RVBD_1876	WP_003409398.1	bacterioferritin	0	N/A		1 to 1	RBB	WP_014853473.1	1 to 1	RBB	NP_743243.1	1 to 1	RBB	WP_003258014.1	1 to 1	RBB	WP_003092078.1	1 to 1	RBB	WP_003092078.1	1 to 1	RBB	WP_003092078.1	1 to 1	RBB	WP_003246067.1	1 to 1	RBB	NP_274231.1	1 to 1	RBB	YP_207921.1	1 to 1	RBB	WP_003092078.1	0	N/A	
397673742	RVBD_1877	WP_003899060.1	drug:H+ antiporter-2 (14 Spanner) (DHA2) family drug resistance MFS transporter	0	N/A		0	N/A		1 to 1	RBB	NP_743547.1	1 to 1	RBB	WP_044047154.1	1 to 1	RBB	WP_041025272.1	1 to 1	RBB	WP_003118116.1	1 to 1	RBB	WP_003137124.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003084091.1	1 to 1	RBB	WP_012731234.1
397673743	RVBD_1878	WP_003409401.1	glutamine synthetase	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012078067.1	1 to 1	RBB	WP_003099720.1	1 to 1	RBB	WP_003097012.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003097012.1	0	N/A	
397673744	RVBD_1879	WP_003899061.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673745	RVBD_1880c	WP_003409406.1	cytochrome P450 140 cyp140	1 to 9	RBB	WP_014847027.1	0	N/A		1 to 1	RBB	NP_744107.1	0	N/A		8 to 1	RBB	WP_041025469.1	0	N/A		1 to 2	RBB	WP_003138269.1;WP_003139135.1	0	N/A		0	N/A		0	N/A		1 to 2	RBB	WP_003089787.1;WP_003091710.1	0	N/A	
397673746	RVBD_1881c	WP_003409409.1	lipoprotein LppE	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673747	RVBD_1882c	WP_003409413.1	short-chain type dehydrogenase/reductase	1 to 3	RBB	WP_014845752.1	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_031633395.1	1 to 1	RBB	WP_023657463.1	1 to 1	RBB	WP_012018363.1	0	N/A		0	N/A		1 to 1	RBB	WP_023657463.1	1 to 1	RBB	WP_012730858.1
397673748	RVBD_1883c	WP_023637416.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673749	RVBD_1884c	WP_003911697.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673750	RVBD_1885c	WP_003899064.1	chorismate mutase	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_044047291.1	0	N/A		1 to 1	RBB	WP_003118024.1	1 to 1	RBB	WP_003118024.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673752	RVBD_1886A	YP_006515287	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673751	RVBD_1886c	WP_003409456.1	antigen 85-B	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		4 to 1	RBB	WP_041629042.1
397673753	RVBD_1887	WP_003899065.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673755	RVBD_1888A	YP_006515290	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673754	RVBD_1888c	YP_006515289	transmembrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673756	RVBD_1889c	YP_006515291	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673757	RVBD_1890c	WP_003911699.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673758	RVBD_1891	WP_003409509.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673759	RVBD_1892	WP_031647312.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673760	RVBD_1893	WP_003409515.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673762	RVBD_1894A	YP_006515297	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673761	RVBD_1894c	WP_003409518.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673763	RVBD_1895	WP_031682186.1	chlorophyll synthesis pathway, bchC	1 to 1	SSD	WP_014846084.1	1 to 1	RBB	WP_014851065.1	1 to 1	RBB	NP_746100.1	1 to 1	RBB	WP_013972208.1	1 to 2	RBB	WP_012075871.1;WP_012075907.1	1 to 2	RBB	WP_003116971.1;WP_003088939.1	1 to 1	SSD	WP_003088939.1	1 to 2	RBB	WP_012018635.1;WP_012018645.1	1 to 1	SSD	NP_274409.1	1 to 1	RBB	YP_207843.1	1 to 1	SSD	WP_003088939.1	0	N/A	
397673764	RVBD_1896c	WP_003409526.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673765	RVBD_1897c	WP_003409533.1	D-tyrosyl-tRNA(Tyr) deacylase	1 to 1	SSD	WP_014845584.1	1 to 1	RBB	WP_014854414.1	1 to 1	RBB	NP_747128.1	1 to 1	RBB	WP_013974555.1	1 to 1	SSD	WP_012077745.1	1 to 1	RBB	WP_003095916.1	1 to 1	RBB	WP_003095916.1	1 to 1	SSD	WP_011920740.1	1 to 1	RBB	NP_273396.1	1 to 1	RBB	YP_208693.1	1 to 1	RBB	WP_003095916.1	1 to 1	RBB	WP_012731704.1
397673766	RVBD_1898	WP_003409536.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012731901.1
397673767	RVBD_1899c	WP_003409537.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003154114.1	1 to 1	RBB	WP_003092502.1	1 to 1	RBB	WP_003137969.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003092502.1	0	N/A	
397673768	RVBD_1900c	WP_003916001.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673769	RVBD_1901	WP_003900426.1	CinA-like protein	0	N/A		1 to 1	RBB	WP_014852807.1	1 to 2	RBB	NP_743785.1;NP_745441.1	1 to 2	RBB	WP_013971338.1;WP_013972207.1	1 to 1	SSD	WP_003152358.1	1 to 1	SSD	WP_003092262.1	1 to 1	SSD	WP_003092262.1	1 to 1	SSD	WP_012019163.1	1 to 1	RBB	NP_273109.1	1 to 1	RBB	YP_209077.1	1 to 1	SSD	WP_003092262.1	1 to 1	Non-SSD	WP_041629365.1
397673770	RVBD_1902c	WP_003900427.1	sialate:H+ symporter (SHS) family MFS transporter	0	N/A		1 to 1	RBB	WP_014852604.1	1 to 2	RBB	NP_743855.1;NP_746687.1	1 to 1	RBB	WP_013973753.1	1 to 2	RBB	WP_012076772.1;WP_012075956.1	1 to 3	RBB	WP_003113893.1;WP_003102111.1;WP_003112539.1	1 to 2	RBB	WP_003088828.1;WP_003112539.1	0	N/A		0	N/A		0	N/A		1 to 2	RBB	WP_003108631.1;WP_003088828.1	1 to 1	RBB	WP_041629612.1
397673771	RVBD_1903	WP_003409542.1	membrane protein	1 to 1	RBB	WP_014846852.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673772	RVBD_1904	WP_003409543.1	anti-anti-sigma factor	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673773	RVBD_1905c	WP_003899072.1	D-amino-acid oxidase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673774	RVBD_1906c	WP_003900428.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673775	RVBD_1907c	WP_014848108.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673776	RVBD_1908c	WP_003899075.1	catalase-peroxidase	0	N/A		0	N/A		1 to 1	RBB	NP_745804.1	1 to 1	RBB	WP_013973058.1	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_012019778.1	0	N/A		0	N/A		0	N/A		0	N/A	
561108345	RVBD_1909c	WP_003899076.1	ferric uptake regulation protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673778	RVBD_1910c	WP_003899077.1	hypothetical protein	0	N/A		0	N/A		2 to 1	RBB	NP_745225.1	2 to 1	RBB	WP_013972562.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673779	RVBD_1911c	WP_003899078.1	lipoprotein LppC	0	N/A		0	N/A		2 to 1	RBB	NP_745225.1	2 to 1	RBB	WP_013972562.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673780	RVBD_1912c	WP_003899079.1	NADPH2:quinone reductase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673781	RVBD_1913	WP_003409574.1	hypothetical protein	1 to 1	RBB	WP_041697526.1	1 to 1	RBB	WP_014852774.1	1 to 1	RBB	NP_744822.1	1 to 1	RBB	WP_013972178.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673782	RVBD_1914c	WP_003917547.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673783	RVBD_1915	WP_003906697.1	isocitrate lyase	0	N/A		1 to 2	RBB	WP_014853248.1	0	N/A		0	N/A		2 to 1	RBB	WP_003153232.1	2 to 1	RBB	WP_003090447.1	2 to 1	RBB	WP_003090447.1	0	N/A		2 to 1	RBB	NP_273478.1	2 to 1	RBB	YP_208574.1	2 to 1	RBB	WP_003090447.1	0	N/A	
397673784	RVBD_1916	WP_003903680.1	isocitrate lyase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673785	RVBD_1917c	WP_009936894.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673786	RVBD_1918c	WP_003906700.1	PPE family protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673787	RVBD_1919c	WP_003899082.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673788	RVBD_1920	WP_003900432.1	membrane protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397673789	RVBD_1921c	WP_003409666.1	lipoprotein LppF	0	N/A		0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_003152384.1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
