Mycobacterium tuberculosis H37Rv - GI (Reference)	Mycobacterium tuberculosis H37Rv - Locus Tag (Reference)	Mycobacterium tuberculosis H37Rv - NCBI RefSeq Accession (Reference)	Mycobacterium tuberculosis H37Rv - Description (Reference)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S - ortholog NCBI RefSeq accession	Escherichia coli str. K-12 substr. MG1655 - ortholog count (reference : comparison)	Escherichia coli str. K-12 substr. MG1655 - ortholuge status	Escherichia coli str. K-12 substr. MG1655 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa PAO1 - ortholog count (reference : comparison)	Pseudomonas aeruginosa PAO1 - ortholuge status	Pseudomonas aeruginosa PAO1 - ortholog NCBI RefSeq accession	Pseudomonas aeruginosa UCBPP-PA14 - ortholog count (reference : comparison)	Pseudomonas aeruginosa UCBPP-PA14 - ortholuge status	Pseudomonas aeruginosa UCBPP-PA14 - ortholog NCBI RefSeq accession	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog count (reference : comparison)	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholuge status	Salmonella enterica subsp. enterica serovar Typhimurium str. LT2 - ortholog NCBI RefSeq accession	Acinetobacter baumannii ATCC 17978 - ortholog count (reference : comparison)	Acinetobacter baumannii ATCC 17978 - ortholuge status	Acinetobacter baumannii ATCC 17978 - ortholog NCBI RefSeq accession	Escherichia coli IAI1 - ortholog count (reference : comparison)	Escherichia coli IAI1 - ortholuge status	Escherichia coli IAI1 - ortholog NCBI RefSeq accession
397674089	RVBD_2204c	WP_003411418.1	iron-sulfur cluster assembly accessory protein	1 to 1	SSD	YP_005235875	1 to 1	RBB	NP_414698.1	1 to 1	RBB	NP_249356.1	1 to 1	RBB	WP_003085254.1	1 to 1	RBB	NP_459209.2	1 to 1	SSD	YP_001083110	1 to 1	RBB	YP_002385650
397674090	RVBD_2205c	WP_003899216.1	glycerate kinase	1 to 3	RBB	YP_005236228;YP_005239076;YP_005239426	1 to 2	RBB	NP_415047.1;NP_417593.4	1 to 1	SSD	NP_249743.1	1 to 1	SSD	WP_003140617.1	1 to 3	RBB	NP_459520.1;NP_461880.1;NP_462160.1	1 to 1	RBB	YP_001085660	1 to 2	RBB	YP_002385991;YP_002388607
397674091	RVBD_2206	WP_003411425.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674092	RVBD_2207	WP_003411429.1	nicotinate-nucleotide-dimethylbenzimidazole phosphoribosyltransferase	1 to 1	RBB	YP_005238045	1 to 1	RBB	NP_416495.1	1 to 1	RBB	NP_249970.1	1 to 1	RBB	WP_003082601.1	1 to 1	RBB	NP_460961.1	1 to 1	RBB	YP_001084689	1 to 1	RBB	YP_002387479
397674093	RVBD_2208	WP_003899217.1	cobalamin 5-phosphate synthase cobS	1 to 1	RBB	YP_005238046	1 to 1	RBB	NP_416496.1	0	N/A		0	N/A		1 to 1	RBB	NP_460962.1	1 to 1	RBB	YP_001084692	1 to 1	RBB	YP_002387480
397674094	RVBD_2209	WP_003899218.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674095	RVBD_2210c	WP_003411438.1	branched-chain-amino-acid aminotransferase	1 to 1	SSD	YP_005240165	1 to 1	RBB	YP_026247.1	1 to 1	RBB	NP_253700.1	1 to 1	RBB	WP_003095783.1	1 to 1	RBB	NP_462794.1	1 to 1	Borderline-SSD	YP_001085912	1 to 1	RBB	YP_002389247
397674096	RVBD_2211c	WP_003899219.1	aminomethyltransferase	1 to 1	RBB	YP_005239192	1 to 1	RBB	NP_417381.1	1 to 2	RBB	NP_251132.1;NP_253902.1	1 to 2	RBB	WP_003136335.1;WP_003136048.1	1 to 1	RBB	NP_461971.1	0	N/A		1 to 1	RBB	YP_002388366
397674097	RVBD_2212	WP_003411442.1	adenylate cyclase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674098	RVBD_2213	WP_003899220.1	leucyl aminopeptidase	1 to 1	RBB	YP_005240802	1 to 1	RBB	NP_418681.1	1 to 1	SSD	NP_252520.1	1 to 1	SSD	WP_003137844.1	1 to 1	RBB	NP_463337.1	1 to 1	RBB	YP_001083304	1 to 1	RBB	YP_002389721
397674099	RVBD_2214c	WP_003411445.1	oxidoreductase	0	N/A		0	N/A		1 to 1	RBB	NP_252014.1	1 to 1	RBB	WP_003110958.1	0	N/A		0	N/A		0	N/A	
397674100	RVBD_2215	WP_003411450.1	2-oxoglutarate dehydrogenase, E2 component, dihydrolipoamide succinyltransferase	1 to 1	RBB	YP_005236456	1 to 1	RBB	NP_415255.1	1 to 1	RBB	NP_250277.1	1 to 1	RBB	WP_011666712.1	1 to 1	RBB	NP_459722.1	1 to 1	RBB	YP_001085731	1 to 1	RBB	YP_002386166
397674101	RVBD_2216	WP_003411454.1	epimerase	1 to 1	RBB	YP_005238431	1 to 1	RBB	NP_416807.1	1 to 1	RBB	NP_253345.1	1 to 1	RBB	WP_003141621.1	1 to 1	RBB	NP_461292.1	1 to 1	RBB	YP_001083938	1 to 1	RBB	YP_002387773
397674102	RVBD_2217	WP_003411458.1	octanoyltransferase	1 to 1	RBB	YP_005236349	1 to 1	RBB	NP_415163.2	1 to 1	RBB	NP_252686.1	1 to 1	RBB	WP_003093177.1	1 to 1	RBB	NP_459627.2	1 to 1	RBB	YP_001085719	1 to 1	RBB	YP_002386085
397674103	RVBD_2218	WP_003411460.1	lipoyl synthase	1 to 1	RBB	YP_005236345	1 to 1	RBB	NP_415161.1	1 to 1	RBB	NP_252685.1	1 to 1	RBB	WP_003119196.1	1 to 1	RBB	NP_459625.1	1 to 2	SSD	YP_001084727;YP_001085353	1 to 1	RBB	YP_002386083
397674104	RVBD_2219	WP_003411463.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674105	RVBD_2219A	WP_003411466.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674106	RVBD_2220	WP_003411475.1	glutamine synthetase	1 to 1	RBB	YP_005240273	1 to 1	RBB	NP_418306.1	1 to 1	RBB	NP_253806.1	1 to 1	RBB	WP_003096016.1	1 to 1	RBB	NP_462887.1	1 to 1	RBB	YP_001085373	1 to 1	RBB	YP_002389343
397674107	RVBD_2221c	WP_003411478.1	glutamate-ammonia-ligase adenylyltransferase	1 to 1	RBB	YP_005239376	1 to 1	RBB	NP_417525.1	1 to 1	RBB	NP_253701.1	1 to 1	RBB	WP_003141757.1	1 to 1	RBB	NP_462116.1	1 to 1	RBB	YP_001085913	1 to 1	RBB	YP_002388535
397674108	RVBD_2222c	WP_003411482.1	glutamine synthetase, type I	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		2 to 1	Non-SSD	YP_001085165	0	N/A	
397674109	RVBD_2223c	WP_031647569.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674110	RVBD_2224c	WP_003911823.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674111	RVBD_2225	WP_003411489.1	3-methyl-2-oxobutanoate hydroxymethyltransferase	1 to 1	RBB	YP_005235847	1 to 1	RBB	NP_414676.1	1 to 1	RBB	NP_250289.1	1 to 1	RBB	WP_003087450.1	1 to 1	SSD	NP_459187.1	1 to 1	SSD	YP_001083638	1 to 1	RBB	YP_002385628
397674112	RVBD_2226	WP_003911786.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674113	RVBD_2227	WP_003899225.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674114	RVBD_2228c	WP_003899226.1	hypothetical protein	0	N/A		0	N/A		3 to 1	RBB	NP_249971.1	2 to 1	RBB	WP_003109283.1	0	N/A		0	N/A		0	N/A	
397674115	RVBD_2229c	WP_003411501.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674116	RVBD_2230c	WP_003411502.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_252451.1	1 to 1	RBB	WP_003092679.1	0	N/A		1 to 1	RBB	YP_001085568	0	N/A	
397674118	RVBD_2231Ac	WP_003411505.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674119	RVBD_2231Bc	YP_006515654	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674117	RVBD_2231c	WP_003912753.1	histidinol-phosphate aminotransferase	1 to 1	RBB	YP_005236360	0	N/A		0	N/A		0	N/A		1 to 1	SSD	NP_459636.1	0	N/A		0	N/A	
397674120	RVBD_2232	WP_003911824.1	5'-nucleotidase	1 to 1	SSD	YP_005239680	1 to 1	RBB	NP_417844.1	1 to 1	SSD	NP_248755.1	1 to 1	SSD	WP_003106611.1	1 to 1	RBB	NP_462385.1	1 to 1	RBB	YP_001083862	1 to 1	RBB	YP_002388843
397674121	RVBD_2234	WP_003411510.1	protein-tyrosine phosphatase	1 to 1	RBB	YP_005238153	1 to 2	RBB	NP_415502.4;NP_416565.1	1 to 1	RBB	NP_251668.1	1 to 1	RBB	WP_003138590.1	1 to 1	RBB	NP_461062.1	1 to 1	RBB	YP_001085080	1 to 2	RBB	YP_002386482;YP_002387542
397674122	RVBD_2235	WP_003411514.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674123	RVBD_2236c	WP_009936469.1	cobalamin biosynthesis protein CobD	1 to 1	SSD	YP_005238063	0	N/A		1 to 1	RBB	NP_249966.1	1 to 1	RBB	WP_003111871.1	1 to 1	SSD	NP_460979.1	0	N/A		0	N/A	
397674124	RVBD_2237	WP_003411520.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674125	RVBD_2237Ac	YP_006515660	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674126	RVBD_2238c	WP_003411527.1	peroxiredoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674127	RVBD_2239c	WP_003911787.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
561108349	RVBD_2240c	WP_003911826.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674129	RVBD_2241	WP_003911788.1	pyruvate dehydrogenase E1 component	1 to 1	RBB	YP_005235815	1 to 1	RBB	NP_414656.1	1 to 1	RBB	NP_253702.1	1 to 1	RBB	WP_003114556.1	1 to 1	RBB	NP_459157.1	1 to 1	RBB	YP_001086319	1 to 1	RBB	YP_002385608
397674130	RVBD_2242	WP_003411543.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674131	RVBD_2243	WP_003411559.1	malonyl CoA-acyl carrier protein transacylase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674132	RVBD_2244	WP_003411565.1	meromycolate extension acyl carrier protein	0	N/A		0	N/A		1 to 1	Non-SSD	NP_251656.1	1 to 1	Non-SSD	WP_003091135.1	0	N/A		1 to 1	RBB	YP_001083859	0	N/A	
397674133	RVBD_2245	WP_003411571.1	3-oxoacyl-ACP synthase	2 to 1	RBB	YP_005236953	2 to 1	RBB	NP_415613.1	2 to 2	RBB	NP_250064.1;NP_251655.1	2 to 2	RBB	WP_003104132.1;WP_003140323.1	2 to 1	RBB	NP_460167.1	2 to 1	RBB	YP_001083580	2 to 1	RBB	YP_002386585
397674134	RVBD_2246	WP_003411576.1	3-oxoacyl-ACP synthase	2 to 1	RBB	YP_005236953	2 to 1	RBB	NP_415613.1	2 to 2	RBB	NP_250064.1;NP_251655.1	2 to 2	RBB	WP_003104132.1;WP_003140323.1	2 to 1	RBB	NP_460167.1	2 to 1	RBB	YP_001083580	2 to 1	RBB	YP_002386585
397674135	RVBD_2247	WP_003900487.1	propionyl-CoA carboxylase subunit beta	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674136	RVBD_2248	WP_003900488.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674137	RVBD_2249c	WP_031647350.1	glycerol-3-phosphate dehydrogenase	2 to 1	RBB	YP_005239732	2 to 1	RBB	NP_417884.1	0	N/A		0	N/A		2 to 1	RBB	NP_462428.1	0	N/A		2 to 1	RBB	YP_002388887
397674138	RVBD_2250c	WP_003411595.1	hypothetical protein	0	N/A		0	N/A		0	N/A		1 to 1	RBB	WP_009316251.1	0	N/A		0	N/A		0	N/A	
397674139	RVBD_2251	WP_003905793.1	alkyl-dihydroxyacetonephosphate synthase	4 to 1	RBB	YP_005237233	2 to 1	RBB	YP_026183.1	1 to 1	RBB	NP_251716.1	1 to 1	RBB	WP_003138574.1	4 to 1	RBB	NP_460330.1	0	N/A		2 to 1	RBB	YP_002388233
397674140	RVBD_2252	WP_003411603.1	diacylglycerol kinase	1 to 1	RBB	YP_005238180	1 to 1	RBB	NP_416590.1	0	N/A		0	N/A		1 to 1	RBB	NP_461084.1	0	N/A		1 to 1	RBB	YP_002387567
397674141	RVBD_2253	WP_003411608.1	secreted protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674142	RVBD_2254c	WP_003411611.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674144	RVBD_2255A	WP_003411612.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674143	RVBD_2255c	WP_003902152.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674145	RVBD_2256c	WP_003411615.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674146	RVBD_2257c	WP_003411619.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674147	RVBD_2258c	WP_003411622.1	transcriptional regulator	0	N/A		0	N/A		1 to 1	RBB	NP_252205.1	1 to 1	RBB	WP_003092054.1	0	N/A		0	N/A		0	N/A	
397674148	RVBD_2259	WP_003899236.1	S-(hydroxymethyl)mycothiol dehydrogenase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674149	RVBD_2260	WP_003411632.1	hydroxyacylglutathione hydrolase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674150	RVBD_2261c	YP_006515685	apolipoprotein N-acyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674151	RVBD_2262c	YP_006515686	apolipoprotein N-acyltransferase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674152	RVBD_2263	WP_003899238.1	oxidoreductase	0	N/A		0	N/A		3 to 1	RBB	NP_253718.1	3 to 1	RBB	WP_003095820.1	0	N/A		3 to 1	RBB	YP_001083624	0	N/A	
397674153	RVBD_2264c	WP_003899240.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674154	RVBD_2265	WP_003918403.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674155	RVBD_2266	WP_003411654.1	cytochrome P450 124 cyp124	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674156	RVBD_2267c	WP_003411661.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674157	RVBD_2268c	WP_003411663.1	cytochrome P450 128 cyp128	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674158	RVBD_2269c	WP_003902155.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674159	RVBD_2270	WP_003411668.1	lipoprotein LppN	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674160	RVBD_2271	WP_003899242.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674161	RVBD_2272	WP_003411674.1	membrane protein	1 to 1	RBB	YP_005240069	1 to 1	RBB	NP_418132.1	0	N/A		0	N/A		1 to 1	RBB	NP_462706.1	0	N/A		1 to 1	RBB	YP_002389157
397674162	RVBD_2273	WP_003411678.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674164	RVBD_2274Ac	YP_006515699	antitoxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674163	RVBD_2274c	WP_003903830.1	toxin	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674165	RVBD_2275	WP_003411681.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674166	RVBD_2276	WP_003411685.1	cytochrome P450 121	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674167	RVBD_2277c	WP_003916971.1	glycerolphosphodiesterase	0	N/A		0	N/A		1 to 1	RBB	NP_253480.1	1 to 1	RBB	WP_003102260.1	0	N/A		0	N/A		0	N/A	
397674168	RVBD_2278	WP_003899493.1	transposase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		16 to 1	RBB	YP_001083708	0	N/A	
397674169	RVBD_2279	WP_003899492.1	transposase	16 to 2	RBB	YP_005235998;YP_005238852	16 to 6	RBB	NP_414833.1;NP_414906.1;NP_415073.1;NP_415545.1;NP_416593.1;NP_418015.1	16 to 2	RBB	NP_249669.1;NP_250628.1	16 to 2	RBB	WP_003137178.1;WP_023443521.1	16 to 2	RBB	NP_459321.1;NP_461696.1	16 to 1	RBB	YP_001083709	16 to 1	RBB	YP_002387468
397674170	RVBD_2280	WP_003411690.1	glycolate oxidase subunit GlcD	4 to 1	RBB	YP_005237233	0	N/A		0	N/A		0	N/A		4 to 1	RBB	NP_460330.1	0	N/A		0	N/A	
397674171	RVBD_2281	WP_003916982.1	PiT family inorganic phosphate transporter	2 to 1	RBB	YP_005239802	0	N/A		1 to 1	RBB	NP_253894.1	1 to 1	RBB	WP_003100079.1	2 to 1	RBB	NP_462490.1	0	N/A		0	N/A	
397674172	RVBD_2282c	WP_003411696.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_416662.1	1 to 6	RBB	NP_249182.1;NP_249568.1;NP_251812.1;NP_251814.1;NP_252088.1;NP_254069.1	1 to 6	RBB	WP_003084808.1;WP_003091833.1;WP_003138496.1;WP_003091401.1;WP_003085908.1;WP_003142060.1	0	N/A		1 to 2	RBB	YP_001083473;YP_001084485	1 to 1	RBB	YP_002387638
397674173	RVBD_2283	YP_006515708	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674174	RVBD_2284	WP_003899248.1	esterase lipM	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674175	RVBD_2285	WP_003411704.1	acyltransferase, WS/DGAT/MGAT	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674176	RVBD_2286c	WP_003411707.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674177	RVBD_2287	WP_003916985.1	membrane transporter yjcE	1 to 1	RBB	YP_005240570	1 to 1	RBB	NP_418489.1	1 to 1	RBB	NP_252350.1	1 to 1	RBB	WP_003098611.1	1 to 1	RBB	NP_463134.1	0	N/A		1 to 1	RBB	YP_002389537
397674178	RVBD_2288	WP_003900492.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674179	RVBD_2289	WP_003411717.1	cdp-diacylglycerol pyrophosphatase cdh	1 to 1	RBB	YP_005240341	1 to 1	RBB	NP_418353.1	0	N/A		0	N/A		1 to 1	RBB	NP_462945.1	0	N/A		1 to 1	RBB	YP_002389394
397674180	RVBD_2290	WP_003900493.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674181	RVBD_2291	WP_003899253.1	thiosulfate sulfurtransferase	1 to 1	RBB	YP_005238633	1 to 1	RBB	NP_417016.4	1 to 1	RBB	NP_249983.1	1 to 1	RBB	WP_003109274.1	1 to 1	RBB	NP_461468.1	0	N/A		1 to 1	RBB	YP_002387959
397674182	RVBD_2292c	WP_003411731.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674183	RVBD_2293c	WP_003899254.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674184	RVBD_2294	WP_003899255.1	cystathionine beta-lyase	2 to 1	RBB	YP_005237447	2 to 1	RBB	NP_416139.1	0	N/A		0	N/A		2 to 1	RBB	NP_460516.1	0	N/A		2 to 1	RBB	YP_002387102
397674185	RVBD_2295	WP_003899256.1	hypothetical protein	0	N/A		1 to 1	RBB	NP_418173.1	1 to 1	SSD	NP_250227.1	1 to 1	RBB	WP_003111079.1	0	N/A		0	N/A		1 to 1	RBB	YP_002389198
397674186	RVBD_2296	WP_003411849.1	haloalkane dehalogenase 1	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674187	RVBD_2297	WP_003411851.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674188	RVBD_2298	WP_003902161.1	hypothetical protein	1 to 1	RBB	YP_005237137	1 to 1	RBB	NP_416295.1	1 to 3	RBB	NP_249818.1;NP_251225.1;NP_252484.1	1 to 3	RBB	WP_003107361.1;WP_003139082.1;WP_003082273.1	1 to 1	RBB	NP_460254.1	0	N/A		1 to 1	RBB	YP_002387262
397674189	RVBD_2299c	WP_003411855.1	chaperone htpG	1 to 1	SSD	YP_005236185	1 to 1	RBB	NP_415006.1	1 to 1	SSD	NP_250287.1	1 to 1	SSD	WP_003087446.1	1 to 1	RBB	NP_459482.2	0	N/A		1 to 1	RBB	YP_002385952
397674190	RVBD_2300c	WP_003911838.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_251727.1	1 to 1	RBB	WP_003109616.1	0	N/A		1 to 1	RBB	YP_001085872	0	N/A	
397674191	RVBD_2301	WP_003411863.1	esterase/lipase	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674192	RVBD_2302	WP_003411866.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674193	RVBD_2303c	WP_003411868.1	antibiotic-resistance protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674194	RVBD_2304c	WP_003411870.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674195	RVBD_2305	WP_003899261.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674196	RVBD_2306A	WP_003899262.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674197	RVBD_2306B	YP_006515732	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674199	RVBD_2307A	WP_003899264.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674200	RVBD_2307B	WP_003899265.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674198	RVBD_2307c	WP_003906792.1	hypothetical protein	1 to 1	RBB	YP_005238652	1 to 1	RBB	NP_417029.4	1 to 1	RBB	NP_252385.1	1 to 1	RBB	WP_003110625.1	1 to 1	RBB	NP_461482.1	1 to 1	RBB	YP_001084786	1 to 1	RBB	YP_002387972
397674201	RVBD_2307D	WP_003902166.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674202	RVBD_2308	WP_003411885.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674204	RVBD_2308Ac	YP_006515739	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674203	RVBD_2308X	YP_006515738	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674207	RVBD_2309A	WP_003902168.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674205	RVBD_2309c	WP_003899267.1	integrase	1 to 1	RBB	YP_005236730	0	N/A		0	N/A		1 to 2	RBB	WP_031632614.1;WP_031632777.1	0	N/A		0	N/A		1 to 1	RBB	YP_002387058
397674206	RVBD_2309Xc	YP_006515741	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674208	RVBD_2310	WP_003411901.1	excisionase family DNA binding domain-containing protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674209	RVBD_2311	WP_003899268.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674210	RVBD_2312	WP_003411919.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674211	RVBD_2313c	WP_003411924.1	hypothetical protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674212	RVBD_2314c	WP_003899270.1	hypothetical protein	0	N/A		0	N/A		1 to 1	RBB	NP_251220.1	1 to 1	RBB	WP_003139100.1	0	N/A		0	N/A		0	N/A	
397674213	RVBD_2315c	WP_003411929.1	TldD protein	1 to 1	SSD	YP_005239554	1 to 1	RBB	NP_417711.1	1 to 1	RBB	NP_251219.1	1 to 1	RBB	WP_003139101.1	1 to 1	RBB	NP_462278.1	0	N/A		1 to 1	RBB	YP_002388721
397674214	RVBD_2316	WP_003906794.1	multiple sugar transporter permease	2 to 1	RBB	YP_005239766	2 to 1	RBB	NP_417909.1	3 to 1	RBB	NP_251879.1	3 to 1	RBB	WP_003091471.1	2 to 1	RBB	NP_462457.1	0	N/A		2 to 1	RBB	YP_002388914
397674215	RVBD_2317	WP_003411946.1	multiple sugar transporter permease	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674216	RVBD_2318	WP_003411947.1	multiple sugar transporter substrate-binding protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
397674217	RVBD_2319c	WP_003411952.1	universal stress protein	0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A		0	N/A	
